MvSl-1064-A1-R4_A1g00109	Green	ColorStrata	238849	239016	6.558557403	-0.144342568	0.519689249	0.985538074	6.289574094	6.656636972	6.853660639	6.362450147	238	234	1.017094017	NON	717	705	1.017021277
MvSl-1064-A1-R4_A1g00370	Red	ColorStrata	319920	320757	6.472468436	0.016211312	0.931142061	0.999949922	6.530631562	6.428634204	6.464881063	6.463793284	678	672	1.008928571	NON	2037	2019	1.008915305
MvSl-1064-A1-R4_A1g00371	Red	ColorStrata	337815	342587	6.61643802	-0.196176703	0.300327838	0.885412864	6.59552706	6.430211663	6.686542155	6.735505558	1141	1130	1.009734513	NON	3426	3393	1.009725906
MvSl-1064-A1-R4_A1g00372	Red	ColorStrata	342659	343448	7.380390177	0.168740362	0.392387746	0.944737248	7.469184511	7.455165634	7.326549971	7.259751592	877	875	1.002285714	NON	2634	2628	1.002283105
MvSl-1064-A1-R4_A1g00375	Red	ColorStrata	368181	370216	3.709174758	0.058167928	0.84035149	0.999949922	3.806939499	3.664678656	3.533760467	3.812853299	133	138	0.963768116	NON	402	417	0.964028777
MvSl-1064-A1-R4_A1g01252	Orange	ColorStrata	473140	476235	6.604510098	-0.111374107	0.549697382	0.990961921	6.554041384	6.541672778	6.646535923	6.671640035	321	294	1.091836735	NON	966	885	1.091525424
MvSl-1064-A1-R4_A1g00404	Red	ColorStrata	817323	819348	3.134550406	0.367701232	0.234555079	0.810841638	3.298197579	3.307670096	2.86319961	3.011832238	266	264	1.007575758	NON	801	795	1.00754717
MvSl-1064-A1-R4_A1g00402	Red	ColorStrata	837338	838797	6.473078976	-0.139682704	0.536897429	0.989914145	6.647462248	6.10535173	6.377195517	6.688641897	1560	1530	1.019607843	NON	4683	4593	1.019595036
MvSl-1064-A1-R4_A1g00401	Red	ColorStrata	838903	841231	7.406258472	-0.351049332	0.250598641	0.830238617	6.76371715	7.566580317	7.93396601	7.085154184	331	330	1.003030303	NON	996	993	1.003021148
MvSl-1064-A1-R4_A1g00391	Red	ColorStrata	882195	884498	6.542804595	0.070339113	0.712053817	0.999949922	6.620689376	6.532889836	6.409127051	6.599104863	588	616	0.954545455	NON	1767	1851	0.954619125
MvSl-1064-A1-R4_A1g00389	Red	ColorStrata	889992	892373	4.723334071	-0.203418508	0.397901001	0.947470271	4.66865954	4.567285932	4.725966547	4.911383465	385	300	1.283333333	NON	1158	903	1.282392027
MvSl-1064-A1-R4_A1g00669	Orange	ColorStrata	1437496	1440368	5.39943444	-0.013902852	0.948397606	0.999949922	5.370200242	5.414469147	5.449078392	5.362290451	711	725	0.980689655	NON	2136	2178	0.980716253
