MvSl-1064-A1-R4_MC01-1g02180	Auto	Auto	653570	656228	4.206258925	-1.019676864	0.000391311	0.007743791	3.398596286	3.802602029	4.810375916	4.420504806	336	349	0.962750716	Down	1011	1050	0.962857143
MvSl-1064-A1-R4_MC01-2g02987	Auto	Auto	2588368	2590196	6.565279869	1.270185749	7.13E-09	3.02E-07	7.298207247	6.783619254	5.856241271	5.730912628	1533	1559	0.983322643	Up	4602	4680	0.983333333
MvSl-1064-A1-R4_MC01-2g03005	Auto	Auto	2638903	2639454	7.128783173	1.229831096	1.99E-06	6.09E-05	7.915141254	7.237294604	6.104887103	6.622618761	1247	1254	0.994417863	Up	3744	3765	0.994422311
MvSl-1064-A1-R4_MC02g03432	Auto	Auto	707663	711864	0.808276004	-3.710587015	4.84E-11	2.78E-09	-1.062331232	-2.358483091	1.51836347	1.876302765	1445	1348	1.071958457	Down	4338	4047	1.071905115
MvSl-1064-A1-R4_MC02g03442	Auto	Auto	714322	716738	2.287461291	-5.153117119	4.71E-19	5.09E-17	-1.062331232	-2.046230976	3.702290233	2.606047357	1445	1348	1.071958457	Down	4338	4047	1.071905115
MvSl-1064-A1-R4_MC02g03522	Auto	Auto	843831	845750	4.194829587	-4.51041666	9.27E-36	2.20E-33	0.887114917	0.506001378	4.807640407	5.405935096	572	592	0.966216216	Down	1719	1779	0.966273187
MvSl-1064-A1-R4_MC02g03584	Auto	Auto	986958	989474	2.920795607	1.425187622	2.41E-05	0.000619738	3.263116288	3.61560977	1.954027479	2.132723103	563	574	0.980836237	Up	1692	1725	0.980869565
MvSl-1064-A1-R4_MC03g04424	Auto	Auto	404345	405628	4.967195115	3.05218518	3.43E-30	6.38E-28	5.784358862	5.809388225	2.533069284	2.961849654	1233	1222	1.009001637	Up	3702	3669	1.008994276
MvSl-1064-A1-R4_MC03g04792	Auto	Auto	1309316	1310027	6.638601378	1.501846069	7.55E-14	5.92E-12	7.326520418	7.063712113	5.753382655	5.646415643	450	476	0.945378151	Up	1353	1431	0.945492662
MvSl-1064-A1-R4_MC04-1g05411	Auto	Auto	247860	248072	6.572931382	1.224964151	3.56E-09	1.55E-07	7.220785424	6.874484857	5.720311513	5.940278434	2346	2389	0.982000837	Up	7041	7170	0.982008368
MvSl-1064-A1-R4_MC05-2g06312	Auto	Auto	184405	184596	2.736081462	1.524409022	2.54E-05	0.000648047	3.392116093	3.178476098	1.435736964	2.077464816	960	945	1.015873016	Up	2883	2838	1.015856237
MvSl-1064-A1-R4_MC05-3g06591	Auto	Auto	390272	393020	5.511231015	0.707273927	0.000946944	0.016865473	5.742943685	5.894128996	5.190214097	5.034974338	986	1012	0.9743083	Up	2961	3039	0.974333662
MvSl-1064-A1-R4_MC07g08078	Auto	Auto	1311203	1311672	2.686681367	1.094428264	0.001363265	0.02276279	3.212523658	3.019899107	2.190779875	1.876302765	265	256	1.03515625	Up	798	771	1.035019455
MvSl-1064-A1-R4_MC09-2g09242	Auto	Auto	796806	800631	6.276283933	0.607954176	0.002105142	0.032961278	6.684393918	6.396717312	5.868105653	6.009571292	1512	1566	0.965517241	Up	4539	4701	0.965539247
MvSl-1064-A1-R4_MC10-2g09942	Auto	Auto	449964	450988	6.086684037	0.918180283	1.16E-05	0.00031218	6.647462248	6.273834625	5.571842623	5.539723658	507	492	1.030487805	Up	1524	1479	1.030425963
MvSl-1064-A1-R4_MC11g10236	Auto	Auto	174537	177515	4.097848589	-1.307956371	5.20E-06	0.000146683	3.534257775	3.044825592	4.589301813	4.6302411	284	316	0.898734177	Down	855	951	0.899053628
MvSl-1064-A1-R4_MC11g10573	Auto	Auto	1014781	1015475	3.809894194	2.371397114	1.88E-13	1.40E-11	4.77956537	4.261849869	2.223986578	2.168420084	1650	1101	1.498637602	Up	4953	3306	1.498185118
MvSl-1064-A1-R4_MC13g11715	Auto	Auto	1003792	1007748	6.681233035	2.720484396	3.79E-30	6.89E-28	7.738354321	7.154305965	4.856103113	4.655617067	200	214	0.934579439	Up	603	645	0.934883721
MvSl-1064-A1-R4_MC14g11984	Auto	Auto	578466	581232	2.776045338	1.858524207	1.00E-07	3.69E-06	3.55180676	3.244518787	1.544886476	1.616865351	525	504	1.041666667	Up	1578	1515	1.041584158
