0.00257	0.00149	0.01648	0.00588	0.155946	MvSl-1064-A1-R4_A1g00007	bPAR	bPAR	5	103.2	516	0	0	0	0.210262502	0.945084766	7.715259214	7.89718937	7.611350788	7.586415163	NON	7.80622	7.59888	MvSl-1064-A2-R4_A2g00007	0	0	0	0	0	0	1	0	1	0	0	0	0	0
0.00248	0.00248	0.01672	0.00969	0.148324	MvSl-1064-A1-R4_A1g00009	bPAR	bPAR	2	121.5	243	0	0	0	0.706101624	0.18623183	7.295073378	8.162255044	7.297162385	6.841342334	NON	7.72866	7.06925	MvSl-1064-A2-R4_A2g00009	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.00001	0.00000	0.01032	0.00043	0.000968983	MvSl-1064-A1-R4_A1g00013	bPAR	bPAR	6	75.6667	454	0	0	0	0.051676877	0.999958419	6.165570737	6.087879102	6.078750701	6.072467594	NON	6.12672	6.07561	MvSl-1064-A2-R4_A2g00013	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.00000	0.00000	0.00001	0.00000	0	MvSl-1064-A1-R4_A1g00017	bPAR	bPAR	8	87.375	699	0	0	0	-0.889547079	0.448778782	0.282163865	0.965564	1.22353768	1.759902609	NON	0.623864	1.49172	MvSl-1064-A2-R4_A2g00017	0	0	0	0	0	0	0	1	0	1	0	0	0	0
0.00000	0.00004	0.00002	0.00788	0	MvSl-1064-A1-R4_A1g00019	bPAR	bPAR	3	216.667	650	0	0	0	0.040083759	0.999958419	1.742584912	1.673396632	1.358121534	1.925200807	NON	1.70799	1.64166	MvSl-1064-A2-R4_A2g00019	0	1	0	1	0	0	0	1	0	1	0	0	0	0
0.00000	0.00003	0.00001	0.00010	0	MvSl-1064-A1-R4_A1g00023	bPAR	bPAR	4	203	812	0	0	0	0.460352738	0.931558814	1.287445144	1.11033882	0.874104747	0.641031669	NON	1.19889	0.757568	MvSl-1064-A2-R4_A2g00023	1	0	1	0	0	0	1	1	1	1	0	0	0	0
0.00000	0.00000	0.00000	0.00000	0	MvSl-1064-A1-R4_A1g00025	bPAR	bPAR	7	87.7143	614	0	0	0	-0.216576115	0.999958419	1.189780108	0.238559882	0.640509712	1.279421104	NON	0.71417	0.959965	MvSl-1064-A2-R4_A2g00025	0	0	0	0	0	0	1	1	1	1	0	0	0	0
0.00000	0.00000	0.00001	0.00000	0	MvSl-1064-A1-R4_A1g00026	bPAR	bPAR	13	92.1538	1198	0	0	0	-0.188268234	0.999958419	5.709946999	5.300788632	5.504536681	5.88556626	NON	5.50537	5.69505	MvSl-1064-A2-R4_A2g00026	0	0	0	0	0	0	1	0	1	0	0	0	0	0
0.00000	0.00000	0.00001	0.00000	0	MvSl-1064-A1-R4_A1g00027	bPAR	bPAR	1	0	0	0	0	0	-0.137248026	0.999958419	1.255619132	1.391091799	1.305784732	1.595165087	NON	1.32336	1.45047	MvSl-1064-A2-R4_A2g00027	0	0	0	0	0	0	1	0	1	0	0	0	0	0
0.00726	0.00422	0.02005	0.01175	0.362093	MvSl-1064-A1-R4_A1g00032	bPAR	bPAR	12	93.6667	1124	0	0	0	0.061240754	0.999958419	9.348441402	9.388661784	9.347744848	9.266018651	NON	9.36855	9.30688	MvSl-1064-A2-R4_A2g00032	0	0	0	0	0	0	0	0	0	0	0	0	0	0
