1	MvSl-1064-A1-R4_A1g00009	bPAR	bPAR	2	121.5	243	0	0	0	0.706101624	0.18623183	7.295073378	8.162255044	7.297162385	6.841342334	NON	7.72866	7.06925	MvSl-1064-A2-R4_A2g00009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MvSl-1064-A1-R4_A1g00010	bPAR	bPAR	4	152.75	611	0	0	0	0.529466874	0.797923637	1.809873885	2.448147656	1.719907663	1.573184558	NON	2.12901	1.64655	MvSl-1064-A2-R4_A2g00010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MvSl-1064-A1-R4_A1g00023	bPAR	bPAR	4	203	812	0	0	0	0.460352738	0.931558814	1.287445144	1.11033882	0.874104747	0.641031669	NON	1.19889	0.757568	MvSl-1064-A2-R4_A2g00023	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0
1	MvSl-1064-A1-R4_A1g00025	bPAR	bPAR	7	87.7143	614	0	0	0	-0.216576115	0.999958419	1.189780108	0.238559882	0.640509712	1.279421104	NON	0.71417	0.959965	MvSl-1064-A2-R4_A2g00025	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0
1	MvSl-1064-A1-R4_A1g00032	bPAR	bPAR	12	93.6667	1124	0	0	0	0.061240754	0.999958419	9.348441402	9.388661784	9.347744848	9.266018651	NON	9.36855	9.30688	MvSl-1064-A2-R4_A2g00032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MvSl-1064-A1-R4_A1g00033	bPAR	bPAR	3	51.6667	155	0	0	0	-0.284616013	0.882867969	4.433885895	4.459406433	4.707452897	4.752696941	NON	4.44665	4.73007	MvSl-1064-A2-R4_A2g00033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MvSl-1064-A1-R4_A1g00035	bPAR	bPAR	1	0	0	0	0	0	0.425650311	0.529848335	5.244539252	5.395677707	4.994602318	4.793669164	NON	5.32011	4.89414	MvSl-1064-A2-R4_A2g00035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	MvSl-1064-A1-R4_A1g00036	bPAR	bPAR	3	93	279	0	0	0	0.003551398	0.999958419	5.319569804	5.347187874	5.34349777	5.316202274	NON	5.33338	5.32985	MvSl-1064-A2-R4_A2g00036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	MvSl-1064-A1-R4_A1g00118	faBlack	NRR	2	66.5	133	0	10.5	21	-0.640841648	0.217624432	3.897565063	3.987962079	4.611000573	4.550990866	NON	3.94276	4.581	MvSl-1064-A2-R4_A2g01692	0	0	0	0	0	0	0	2	1	1	-1	1	-1	1	-1	1
3	MvSl-1064-A1-R4_A1g00144	faBlack	NRR	3	121.333	364	0	7	21	0.362255569	0.608315059	6.571526282	7.000641428	6.551552325	6.319394332	NON	6.78608	6.43547	MvSl-1064-A2-R4_A2g00759	0	2	0	0	0	2	3	3	3	1	0	2	0	0	0	2
