Haploid	Gene	Genomicloc	intronnr	intronmean	introntotal	intronnrdiff	intronmeandiff	introntotaldiff
A1	MvSl-1064-A1-R4_MC05-3g06646	Autosome	4	79.5	318	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06647	Autosome	10	84.2	842	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06648	Autosome	6	74.8333	449	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06649	Autosome	2	87.5	175	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06650	Autosome	14	102.929	1441	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06651	Autosome	6	128	768	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06652	Autosome	2	165.5	331	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06653	Autosome	9	109.556	986	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06654	Autosome	3	226.333	679	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06655	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06656	Autosome	4	125.25	501	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06657	Autosome	2	124.5	249	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06658	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06659	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06660	Autosome	9	92.7778	835	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06661	Autosome	3	100.333	301	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06662	Autosome	4	80.5	322	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06663	Autosome	2	66.5	133	1	-13.5	53
A1	MvSl-1064-A1-R4_MC05-3g06664	Autosome	6	73	438	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06665	Autosome	1	58	58	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06666	Autosome	7	98.5714	690	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06667	Autosome	1	54	54	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06668	Autosome	4	81	324	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06669	Autosome	3	100.333	301	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06670	Autosome	8	88.75	710	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06671	Autosome	1	115	115	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06672	Autosome	2	58.5	117	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06673	Autosome	4	82.25	329	0	0.25	1
A1	MvSl-1064-A1-R4_MC05-3g06674	Autosome	2	76	152	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06675	Autosome	6	105.667	634	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06676	Autosome	2	78.5	157	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06677	Autosome	2	86.5	173	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06678	Autosome	4	94.25	377	0	0.25	1
A1	MvSl-1064-A1-R4_MC05-3g06679	Autosome	4	79.75	319	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06680	Autosome	2	87.5	175	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06681	Autosome	13	77.2308	1004	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06682	Autosome	9	100	900	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06683	Autosome	3	75	225	0	-0.3333	-1
A1	MvSl-1064-A1-R4_MC05-3g06684	Autosome	4	117.75	471	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06685	Autosome	2	87	174	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06686	Autosome	1	107	107	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06687	Autosome	3	143.333	430	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06688	Autosome	2	60.5	121	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06689	Autosome	5	72.4	362	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06690	Autosome	7	115	805	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06691	Autosome	6	83.5	501	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06692	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06693	Autosome	3	90.6667	272	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06694	Autosome	9	138.778	1249	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06695	Autosome	1	41	41	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06697	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06698	Autosome	8	102.125	817	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06699	Autosome	4	94.75	379	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06700	Autosome	2	105.5	211	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06701	Autosome	4	102.5	410	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06702	Autosome	4	71.5	286	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06703	Autosome	8	76.125	609	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06704	Autosome	3	125.667	377	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06705	Autosome	1	61	61	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06706	Autosome	1	74	74	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06707	Autosome	11	89.5455	985	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06708	Autosome	1	75	75	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06709	Autosome	3	71	213	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06710	Autosome	6	72.5	435	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06711	Autosome	6	127.333	764	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06712	Autosome	10	79	790	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06713	Autosome	11	158.818	1747	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06714	Autosome	5	97.4	487	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06715	Autosome	11	80.1818	882	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06716	Autosome	1	73	73	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06717	Autosome	3	73.6667	221	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06718	Autosome	4	67.5	270	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06719	Autosome	3	82.6667	248	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06720	Autosome	3	92.6667	278	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06721	Autosome	5	85.4	427	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06722	Autosome	2	60	120	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06723	Autosome	1	307	307	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06724	Autosome	1	189	189	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06725	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06726	Autosome	5	78	390	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06727	Autosome	4	69.75	279	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06728	Autosome	2	61.5	123	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06729	Autosome	6	66.8333	401	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06730	Autosome	12	78.4167	941	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06731	Autosome	2	90	180	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06732	Autosome	2	48	96	0	-9	-18
A1	MvSl-1064-A1-R4_MC05-3g06733	Autosome	1	47	47	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06734	Autosome	4	111	444	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06735	Autosome	5	85.6	428	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06736	Autosome	2	67	134	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06737	Autosome	9	103.778	934	0	-0.333	-3
A1	MvSl-1064-A1-R4_MC05-3g06738	Autosome	4	77.25	309	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06739	Autosome	3	154	462	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06740	Autosome	8	92.875	743	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06741	Autosome	3	117	351	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06742	Autosome	4	128.5	514	0	0.25	1
A1	MvSl-1064-A1-R4_MC05-3g06744	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06745	Autosome	3	69	207	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06747	Autosome	3	64	192	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06748	Autosome	2	94.5	189	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06749	Autosome	3	97.3333	292	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06750	Autosome	2	102	204	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06751	Autosome	2	86.5	173	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06752	Autosome	5	80.8	404	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06753	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06754	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06755	Autosome	2	42.5	85	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06756	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06757	Autosome	4	66.5	266	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06758	Autosome	1	89	89	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06759	Autosome	1	128	128	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06760	Autosome	4	64.25	257	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06761	Autosome	2	99	198	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06762	Autosome	4	92	368	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06763	Autosome	3	74.6667	224	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06764	Autosome	1	75	75	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06765	Autosome	6	85.8333	515	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06766	Autosome	3	74.3333	223	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06767	Autosome	6	77	462	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06768	Autosome	4	94.25	377	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06769	Autosome	4	84.25	337	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06770	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06771	Autosome	1	212	212	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06772	Autosome	5	71	355	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06773	Autosome	2	75.5	151	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06774	Autosome	5	207	1035	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06775	Autosome	5	89.6	448	0	-0.2	-1
A1	MvSl-1064-A1-R4_MC05-3g06776	Autosome	2	96.5	193	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06777	Autosome	3	92.3333	277	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06778	Autosome	3	96.6667	290	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06779	Autosome	2	71.5	143	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06780	Autosome	3	63	189	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06781	Autosome	6	106.5	639	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06782	Autosome	4	75	300	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06783	Autosome	1	143	143	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06784	Autosome	4	110.75	443	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06785	Autosome	5	74	370	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06786	Autosome	1	73	73	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06787	Autosome	4	79	316	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06788	Autosome	2	113	226	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06789	Autosome	2	101	202	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06790	Autosome	3	78	234	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06791	Autosome	1	140	140	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06792	Autosome	3	188.333	565	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06793	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06795	Autosome	2	168	336	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06796	Autosome	6	126.5	759	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06797	Autosome	8	140.25	1122	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06798	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06799	Autosome	1	250	250	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06800	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06801	Autosome	7	80	560	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06802	Autosome	1	151	151	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06803	Autosome	1	54	54	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06804	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06805	Autosome	3	249.333	748	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06806	Autosome	4	120.5	482	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06807	Autosome	1	96	96	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06808	Autosome	4	91.75	367	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06809	Autosome	5	129.8	649	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06811	Autosome	3	73	219	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06812	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06813	Autosome	10	92.3	923	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06815	Autosome	1	119	119	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06817	Autosome	1	55	55	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06818	Autosome	10	117.1	1171	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06819	Autosome	5	93.2	466	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06820	Autosome	6	93	558	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06821	Autosome	3	121.333	364	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06822	Autosome	2	83.5	167	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06823	Autosome	2	103.5	207	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06824	Autosome	8	66.625	533	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06825	Autosome	4	76.5	306	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06826	Autosome	2	89	178	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06827	Autosome	2	93.5	187	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06828	Autosome	7	86.7143	607	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06829	Autosome	5	124.4	622	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06832	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06833	Autosome	1	59	59	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06834	Autosome	8	106.25	850	0	20.625	165
A1	MvSl-1064-A1-R4_MC05-3g06835	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06836	Autosome	5	89.4	447	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06837	Autosome	7	84.2857	590	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06838	Autosome	4	185.25	741	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06839	Autosome	2	177	354	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06840	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06841	Autosome	4	99	396	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06842	Autosome	1	78	78	0	0	0
A1	MvSl-1064-A1-R4_MC05-3g06843	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_C36g01618	Autosome	2	136	272	0	0	0
A1	MvSl-1064-A1-R4_MC06g06861	Autosome	2	112	224	0	0	0
A1	MvSl-1064-A1-R4_MC06g06862	Autosome	3	76.6667	230	0	0	0
A1	MvSl-1064-A1-R4_MC06g06863	Autosome	1	94	94	0	0	0
A1	MvSl-1064-A1-R4_MC06g06864	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC06g06865	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC06g06866	Autosome	3	105.333	316	0	0	0
A1	MvSl-1064-A1-R4_MC06g06868	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC06g06869	Autosome	1	70	70	0	0	0
A1	MvSl-1064-A1-R4_MC06g06870	Autosome	1	45	45	0	0	0
A1	MvSl-1064-A1-R4_MC06g06871	Autosome	3	110	330	0	0	0
A1	MvSl-1064-A1-R4_MC06g06872	Autosome	6	95.3333	572	0	0	0
A1	MvSl-1064-A1-R4_MC06g06873	Autosome	2	98	196	0	0	0
A1	MvSl-1064-A1-R4_MC06g06874	Autosome	4	65.5	262	0	0.25	1
A1	MvSl-1064-A1-R4_MC06g06875	Autosome	3	81.3333	244	0	0	0
A1	MvSl-1064-A1-R4_MC06g06882	Autosome	3	106.333	319	0	0	0
A1	MvSl-1064-A1-R4_MC06g06883	Autosome	4	65.5	262	0	0	0
A1	MvSl-1064-A1-R4_MC06g06884	Autosome	2	98	196	0	0	0
A1	MvSl-1064-A1-R4_MC06g06885	Autosome	2	131.5	263	0	0	0
A1	MvSl-1064-A1-R4_MC06g06886	Autosome	1	163	163	0	0	0
A1	MvSl-1064-A1-R4_MC06g06887	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC06g06888	Autosome	3	76	228	0	0	0
A1	MvSl-1064-A1-R4_MC06g06889	Autosome	8	68.25	546	0	0	0
A1	MvSl-1064-A1-R4_MC06g06890	Autosome	1	161	161	0	0	0
A1	MvSl-1064-A1-R4_MC06g06891	Autosome	2	85	170	0	0	0
A1	MvSl-1064-A1-R4_MC06g06893	Autosome	5	103.8	519	0	0	0
A1	MvSl-1064-A1-R4_MC06g06894	Autosome	8	93.375	747	0	0	0
A1	MvSl-1064-A1-R4_MC06g06895	Autosome	1	94	94	0	0	0
A1	MvSl-1064-A1-R4_MC06g06896	Autosome	5	104.2	521	0	0	0
A1	MvSl-1064-A1-R4_MC06g06897	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC06g06898	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC06g06899	Autosome	1	94	94	0	0	0
A1	MvSl-1064-A1-R4_MC06g06900	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC06g06901	Autosome	6	80.3333	482	0	0	0
A1	MvSl-1064-A1-R4_MC06g06902	Autosome	1	98	98	0	0	0
A1	MvSl-1064-A1-R4_MC06g06903	Autosome	4	164.5	658	0	-0.25	-1
A1	MvSl-1064-A1-R4_MC06g06904	Autosome	4	74.5	298	0	0	0
A1	MvSl-1064-A1-R4_MC06g06905	Autosome	2	92	184	0	0	0
A1	MvSl-1064-A1-R4_MC06g06907	Autosome	3	113.333	340	0	0	0
A1	MvSl-1064-A1-R4_MC06g06909	Autosome	1	239	239	0	0	0
A1	MvSl-1064-A1-R4_MC06g06910	Autosome	3	85.3333	256	0	-0.6667	-2
A1	MvSl-1064-A1-R4_MC06g06911	Autosome	5	74.4	372	0	0	0
A1	MvSl-1064-A1-R4_MC06g06912	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC06g06913	Autosome	8	88.625	709	0	0	0
A1	MvSl-1064-A1-R4_MC06g06914	Autosome	10	79	790	0	0	0
A1	MvSl-1064-A1-R4_MC06g06915	Autosome	4	79	316	0	0	0
A1	MvSl-1064-A1-R4_MC06g06916	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC06g06917	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC06g06918	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC06g06919	Autosome	1	127	127	0	0	0
A1	MvSl-1064-A1-R4_MC06g06920	Autosome	5	131.4	657	0	0	0
A1	MvSl-1064-A1-R4_MC06g06921	Autosome	5	77.8	389	0	0	0
A1	MvSl-1064-A1-R4_MC06g06922	Autosome	1	50	50	0	0	0
A1	MvSl-1064-A1-R4_MC06g06923	Autosome	5	108.8	544	1	-11.7	62
A1	MvSl-1064-A1-R4_MC06g06924	Autosome	7	73.7143	516	0	0	0
A1	MvSl-1064-A1-R4_MC06g06925	Autosome	8	71	568	0	0	0
A1	MvSl-1064-A1-R4_MC06g06926	Autosome	5	84	420	0	0	0
A1	MvSl-1064-A1-R4_MC06g06927	Autosome	4	94	376	0	0	0
A1	MvSl-1064-A1-R4_MC06g06928	Autosome	1	47	47	0	0	0
A1	MvSl-1064-A1-R4_MC06g06929	Autosome	2	73	146	0	0	0
A1	MvSl-1064-A1-R4_MC06g06930	Autosome	8	88.25	706	0	0	0
A1	MvSl-1064-A1-R4_MC06g06931	Autosome	4	62.5	250	0	0	0
A1	MvSl-1064-A1-R4_MC06g06932	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC06g06933	Autosome	7	89.2857	625	0	0	0
A1	MvSl-1064-A1-R4_MC06g06934	Autosome	9	79.5556	716	0	0	0
A1	MvSl-1064-A1-R4_MC06g06935	Autosome	6	67.3333	404	0	0	0
A1	MvSl-1064-A1-R4_MC06g06936	Autosome	3	85.3333	256	0	0	0
A1	MvSl-1064-A1-R4_MC06g06937	Autosome	4	75.5	302	0	0	0
A1	MvSl-1064-A1-R4_MC06g06938	Autosome	7	94.1429	659	0	0	0
A1	MvSl-1064-A1-R4_MC06g06939	Autosome	4	101.5	406	0	0	0
A1	MvSl-1064-A1-R4_MC06g06940	Autosome	6	112.5	675	0	0	0
A1	MvSl-1064-A1-R4_MC06g06941	Autosome	10	140.9	1409	0	0	0
A1	MvSl-1064-A1-R4_MC06g06942	Autosome	2	206	412	0	0	0
A1	MvSl-1064-A1-R4_MC06g06943	Autosome	7	98	686	0	0	0
A1	MvSl-1064-A1-R4_MC06g06944	Autosome	3	74	222	0	0	0
A1	MvSl-1064-A1-R4_MC06g06945	Autosome	6	69.8333	419	0	0	0
A1	MvSl-1064-A1-R4_MC06g06946	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC06g06947	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC06g06948	Autosome	7	69.7143	488	0	0	0
A1	MvSl-1064-A1-R4_MC06g06949	Autosome	3	110	330	0	0	0
A1	MvSl-1064-A1-R4_MC06g06950	Autosome	3	91.6667	275	0	0	0
A1	MvSl-1064-A1-R4_MC06g06951	Autosome	6	134.667	808	0	0	0
A1	MvSl-1064-A1-R4_MC06g06952	Autosome	4	76	304	0	0	0
A1	MvSl-1064-A1-R4_MC06g06953	Autosome	2	89	178	0	0	0
A1	MvSl-1064-A1-R4_MC06g06954	Autosome	7	66.8571	468	0	0	0
A1	MvSl-1064-A1-R4_MC06g06955	Autosome	4	97	388	0	0	0
A1	MvSl-1064-A1-R4_MC06g06956	Autosome	3	73.3333	220	1	2.8333	79
A1	MvSl-1064-A1-R4_MC06g06957	Autosome	9	74.4444	670	0	0	0
A1	MvSl-1064-A1-R4_MC06g06958	Autosome	1	103	103	0	-1	-1
A1	MvSl-1064-A1-R4_MC06g06959	Autosome	8	74.375	595	0	0	0
A1	MvSl-1064-A1-R4_MC06g06960	Autosome	9	71.1111	640	0	0	0
A1	MvSl-1064-A1-R4_MC06g06961	Autosome	3	72.6667	218	0	0	0
A1	MvSl-1064-A1-R4_MC06g06962	Autosome	5	197.6	988	0	0	0
A1	MvSl-1064-A1-R4_MC06g06963	Autosome	8	82.625	661	0	0	0
A1	MvSl-1064-A1-R4_MC06g06964	Autosome	5	134.6	673	0	0	0
A1	MvSl-1064-A1-R4_MC06g06965	Autosome	5	121	605	0	0.4	2
A1	MvSl-1064-A1-R4_MC06g06966	Autosome	5	81.6	408	0	0	0
A1	MvSl-1064-A1-R4_MC06g06967	Autosome	1	62	62	0	0	0
A1	MvSl-1064-A1-R4_MC06g06968	Autosome	4	108.75	435	0	0	0
A1	MvSl-1064-A1-R4_MC06g06969	Autosome	2	79.5	159	0	0	0
A1	MvSl-1064-A1-R4_MC06g06970	Autosome	2	84.5	169	0	0	0
A1	MvSl-1064-A1-R4_MC06g06971	Autosome	10	137.3	1373	0	0	0
A1	MvSl-1064-A1-R4_MC06g06972	Autosome	5	72.2	361	0	0	0
A1	MvSl-1064-A1-R4_MC06g06973	Autosome	7	105.143	736	0	0	0
A1	MvSl-1064-A1-R4_MC06g06974	Autosome	4	77.5	310	0	0	0
A1	MvSl-1064-A1-R4_MC06g06975	Autosome	8	73	584	0	0	0
A1	MvSl-1064-A1-R4_MC06g06976	Autosome	4	78.25	313	0	0	0
A1	MvSl-1064-A1-R4_MC06g06977	Autosome	2	68.5	137	0	0	0
A1	MvSl-1064-A1-R4_MC06g06978	Autosome	7	71.5714	501	0	0	0
A1	MvSl-1064-A1-R4_MC06g06979	Autosome	12	71.4167	857	0	0	0
A1	MvSl-1064-A1-R4_MC06g06980	Autosome	6	78	468	0	0	0
A1	MvSl-1064-A1-R4_MC06g06981	Autosome	5	72	360	0	0	0
A1	MvSl-1064-A1-R4_MC06g06982	Autosome	7	74.8571	524	0	0	0
A1	MvSl-1064-A1-R4_MC06g06983	Autosome	5	71.6	358	0	0	0
A1	MvSl-1064-A1-R4_MC06g06984	Autosome	5	96.2	481	0	0	0
A1	MvSl-1064-A1-R4_MC06g06985	Autosome	2	91	182	0	0	0
A1	MvSl-1064-A1-R4_MC06g06986	Autosome	4	135	540	0	0	0
A1	MvSl-1064-A1-R4_MC06g06987	Autosome	1	47	47	0	0	0
A1	MvSl-1064-A1-R4_MC06g06988	Autosome	1	89	89	0	0	0
A1	MvSl-1064-A1-R4_MC06g06989	Autosome	8	105.375	843	0	0	0
A1	MvSl-1064-A1-R4_MC06g06990	Autosome	1	171	171	0	0	0
A1	MvSl-1064-A1-R4_MC06g06991	Autosome	10	150.7	1507	0	0	0
A1	MvSl-1064-A1-R4_MC06g06992	Autosome	3	106.333	319	0	0	0
A1	MvSl-1064-A1-R4_MC06g06993	Autosome	2	105.5	211	0	0	0
A1	MvSl-1064-A1-R4_MC06g06994	Autosome	5	68.6	343	0	0	0
A1	MvSl-1064-A1-R4_MC06g06995	Autosome	7	85.5714	599	0	0	0
A1	MvSl-1064-A1-R4_MC06g06997	Autosome	1	73	73	0	0	0
A1	MvSl-1064-A1-R4_MC06g06998	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC06g06999	Autosome	10	77.7	777	0	0	0
A1	MvSl-1064-A1-R4_MC06g07000	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC06g07001	Autosome	4	125	500	0	0	0
