MvSl-1064-A1-R4_A1g00002	bPAR	bPAR	0	0	0	0	0	1	0	0	0	4.600591995	0.229671835	0.229671835	0.36183778	0.925321922	4.614019113	4.799826609	4.358333902	4.594603927	NON	NON	MvSl-1064-A2-R4_A2g00002	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_A1g00003	bPAR	bPAR	1	0	0	0	0	0	0	0	0	5.498395363	0.360311503	0.360311503	0.109454061	0.591107245	5.817381425	5.498069757	5.192312882	5.413392498	NON	NON	MvSl-1064-A2-R4_A2g01827	1	2	0	0	0	0	0	0	0	0	-2	0	0	0	0	0	0	0
MvSl-1064-A1-R4_A1g00010	bPAR	bPAR	0	0	0	0	1	0	0	0	1	2.313046369	0.785609424	0.785609424	0.032846554	0.281932918	2.620673914	2.660052231	2.139491191	1.537188382	NON	NON	MvSl-1064-A2-R4_A2g00010	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_A1g00019	bPAR	bPAR	0	0	0	0	0	1	0	2	0	2.194532389	0.427156681	0.427156681	0.244161147	0.822900113	2.609544687	2.118203948	2.012211966	1.91884176	NON	NON	MvSl-1064-A2-R4_A2g00019	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_A1g00021	bPAR	bPAR	0	0	0	0	0	1	0	2	0	5.747601038	0.190013272	0.190013272	0.375970172	0.935167006	5.784358862	5.891841071	5.473446009	5.806491509	NON	NON	MvSl-1064-A2-R4_A2g00021	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_A1g00023	bPAR	bPAR	1	0	0	0	0	0	2	0	0	0.126370484	-0.871091372	0.871091372	0.088929929	0.522740713	-0.58227834	-0.075654491	0.151396553	0.760247891	NON	NON	MvSl-1064-A2-R4_A2g00023	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_A1g00024	bPAR	bPAR	0	1	0	0	0	0	2	0	0	4.389180682	0.637897266	0.637897266	0.018536081	0.186429363	4.5572275	4.775212452	3.815547245	4.226714254	NON	NON	MvSl-1064-A2-R4_A2g00024	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_A1g00026	bPAR	bPAR	2	0	1	0	0	0	0	0	0	5.046661331	0.485450892	0.485450892	0.056154858	0.401730443	5.475096703	5.025305338	4.601987838	4.94521846	NON	NON	MvSl-1064-A2-R4_A2g00026	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_A1g00028	bPAR	bPAR	0	0	2	0	1	0	0	0	0	4.829132743	0.436824573	0.436824573	0.062096666	0.423674699	5.056545447	5.002159044	4.651645004	4.534320206	NON	NON	MvSl-1064-A2-R4_A2g00028	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_A1g00058	bPAR	bPAR	0	0	0	0	0	0	0	0	0	0.03842301	-0.954050108	0.954050108	0.062620192	0.425210499	-0.483640272	-0.395107576	0.668129848	0.123706941	NON	NON	MvSl-1064-A2-R4_A2g00058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_A1g00059	bPAR	bPAR	0	0	0	0	0	0	0	0	0	3.31579431	0.002038336	0.002038336	0.995201422	0.999949922	3.263116288	3.368172614	3.648271896	2.878091043	NON	NON	MvSl-1064-A2-R4_A2g00059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_A1g00060	bPAR	bPAR	0	0	0	0	0	0	0	0	0	2.825175224	-0.148656286	0.148656286	0.717700663	0.999949922	3.121439018	2.252660481	2.394101906	3.271859892	NON	NON	MvSl-1064-A2-R4_A2g00060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_A1g00071	bPAR	bPAR	0	0	0	0	0	0	0	0	0	4.032726189	-0.507412605	0.507412605	0.059908927	0.41605314	3.737069374	3.782982452	4.289419736	4.2393572	NON	NON	MvSl-1064-A2-R4_A2g00071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_A1g00108	Black	OldStrata	0	0	0	0	1	0	0	0	0	5.021408302	-0.31807729	0.31807729	0.196752328	0.759104735	4.828381305	4.880506305	5.38446092	4.921879003	NON	NON	MvSl-1064-A2-R4_A2g00118	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
MvSl-1064-A1-R4_A1g00120	Black	OldStrata	0	0	0	0	0	2	5	0	0	3.552212945	0.688411074	0.688411074	0.023179534	0.221340504	4.027847453	3.64850709	3.174771955	3.161047934	NON	NON	MvSl-1064-A2-R4_A2g00240	0	0	0	0	1	1	2	1	1	0	0	0	0	-1	1	3	-1	-1
MvSl-1064-A1-R4_A1g00194	Black	OldStrata	4	0	0	0	0	1	1	1	1	2.662131774	-0.377983628	0.377983628	0.253214875	0.833825622	2.54090379	2.388687111	2.776326571	2.899490975	NON	NON	MvSl-1064-A2-R4_A2g00791	3	3	2	4	0	0	0	0	1	1	-3	-2	-4	0	1	1	1	0
MvSl-1064-A1-R4_A1g00209	Black	OldStrata	3	2	1	2	1	0	0	0	3	5.175905523	0.161720777	0.161720777	0.465234984	0.976188214	5.288817169	5.2184361	5.127981921	5.056567152	NON	NON	MvSl-1064-A2-R4_A2g00160	0	3	0	0	1	1	0	3	0	3	-1	1	2	0	-1	0	-3	3
MvSl-1064-A1-R4_A1g00210	Black	OldStrata	3	2	0	1	3	0	0	0	3	5.316975906	-0.106996288	0.106996288	0.628588831	0.999369662	5.174521441	5.345922644	5.389957636	5.348740906	NON	NON	MvSl-1064-A2-R4_A2g00699	0	0	5	0	2	3	3	0	0	3	2	-5	1	1	-3	-3	0	3
MvSl-1064-A1-R4_A1g00253	Black	OldStrata	0	1	3	1	1	0	0	2	0	3.55538704	0.23103668	0.23103668	0.443719794	0.969295367	3.835878111	3.469840503	3.507030213	3.359402748	NON	NON	MvSl-1064-A2-R4_A2g01312	0	1	0	0	0	2	2	1	0	0	0	3	1	1	-2	-2	1	0
MvSl-1064-A1-R4_A1g00316	Black	OldStrata	9	0	0	0	0	0	2	0	0	3.088048495	-0.041795945	0.041795945	0.897074187	0.999949922	3.167700048	2.960005743	2.894474113	3.296266848	NON	NON	MvSl-1064-A2-R4_A2g01247	15	1	2	0	2	6	2	0	1	-6	-1	-2	0	-2	-6	0	0	-1
MvSl-1064-A1-R4_A1g00370	Red	ColorStrata	0	0	0	2	0	0	0	0	0	6.472468436	0.016211312	0.016211312	0.931142061	0.999949922	6.530631562	6.428634204	6.464881063	6.463793284	NON	NON	MvSl-1064-A2-R4_A2g00127	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	-1	-1
MvSl-1064-A1-R4_A1g00375	Red	ColorStrata	0	0	0	0	0	0	0	0	0	3.709174758	0.058167928	0.058167928	0.84035149	0.999949922	3.806939499	3.664678656	3.533760467	3.812853299	NON	NON	MvSl-1064-A2-R4_A2g00132	0	0	0	0	0	2	1	3	0	0	0	0	0	0	-2	-1	-3	0
MvSl-1064-A1-R4_A1g00546	Black	OldStrata	0	0	0	0	0	1	2	1	2	4.396486562	0.588387201	0.588387201	0.027064575	0.247880852	4.563008326	4.747642834	3.884666348	4.2393572	NON	NON	MvSl-1064-A2-R4_A2g01042	0	0	0	0	0	4	0	1	2	0	0	0	0	0	-3	2	0	0
MvSl-1064-A1-R4_A1g00568	Black	OldStrata	0	1	0	2	1	2	3	0	0	5.23731927	0.298654805	0.298654805	0.204575139	0.772347889	5.546862691	5.187057414	4.955833706	5.194972226	NON	NON	MvSl-1064-A2-R4_A2g00548	0	1	0	0	1	1	1	0	0	0	0	0	2	0	1	2	0	0
MvSl-1064-A1-R4_A1g00576	Black	OldStrata	0	3	0	0	2	0	2	0	1	3.929640284	-0.156106697	0.156106697	0.619746186	0.994463625	4.05681556	3.610053206	3.660451974	4.284789214	NON	NON	MvSl-1064-A2-R4_A2g00560	0	0	1	1	0	4	0	0	0	0	3	-1	-1	2	-4	2	0	1
MvSl-1064-A1-R4_A1g00756	Black	OldStrata	0	1	1	0	0	0	1	3	2	0.605459503	0.188328051	0.188328051	0.679799993	0.999949922	0.849768123	0.506001378	0.404087788	0.612575144	NON	NON	MvSl-1064-A2-R4_A2g00566	0	2	2	0	2	0	0	0	0	0	-1	-1	0	-2	0	1	3	2
MvSl-1064-A1-R4_A1g00757	Black	OldStrata	0	1	1	0	0	1	2	2	1	1.462713103	-0.038444163	0.038444163	0.930743024	0.999949922	1.708122203	1.120367994	1.851513874	0.977053557	NON	NON	MvSl-1064-A2-R4_A2g00565	0	4	0	0	2	0	0	0	0	0	-3	1	0	-2	1	2	2	1
MvSl-1064-A1-R4_A1g00800	Black	OldStrata	0	0	2	0	5	0	1	0	0	6.752547647	-0.134687097	0.134687097	0.481759538	0.97871377	6.624840757	6.740403528	6.960959612	6.659931901	NON	NON	MvSl-1064-A2-R4_A2g00203	0	7	0	0	2	0	0	0	0	0	-7	2	0	3	0	1	0	0
MvSl-1064-A1-R4_A1g00968	Black	OldStrata	0	1	1	3	1	0	2	0	0	5.59187962	0.269146409	0.269146409	0.206738025	0.775517059	5.723718265	5.715481639	5.295493787	5.591592601	NON	NON	MvSl-1064-A2-R4_A2g01198	0	2	1	2	1	0	0	5	0	0	-1	0	1	0	0	2	-5	0
MvSl-1064-A1-R4_A1g01228	Black	OldStrata	0	4	0	0	0	0	2	0	1	3.609677702	0.221258167	0.221258167	0.445780556	0.969520632	3.737069374	3.691234847	3.592152027	3.389963926	NON	NON	MvSl-1064-A2-R4_A2g01520	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	2	0	0
MvSl-1064-A1-R4_A1g01282	Black	OldStrata	0	3	5	0	0	1	0	0	0	2.112671707	0.532112185	0.532112185	0.160356954	0.694122328	2.299111197	2.388687111	1.463808231	2.114537831	NON	NON	MvSl-1064-A2-R4_A2g00349	0	0	0	1	2	0	0	2	1	0	3	5	-1	-2	1	0	-2	-1
MvSl-1064-A1-R4_A1g01359	Black	OldStrata	0	0	1	1	0	0	1	0	0	6.339127012	0.538735354	0.538735354	0.01050791	0.122387087	6.6461013	6.516647574	5.799546316	6.254484999	NON	NON	MvSl-1064-A2-R4_A2g01110	0	0	0	0	1	0	0	4	1	0	0	1	1	-1	0	1	-4	-1
MvSl-1064-A1-R4_A1g01378	Black	OldStrata	0	0	2	1	0	1	0	0	0	3.396969862	0.304490218	0.304490218	0.383442617	0.939269608	3.910324651	3.036564524	3.166255211	3.304311598	NON	NON	MvSl-1064-A2-R4_A2g00420	0	0	2	0	2	2	1	2	0	0	0	0	1	-2	-1	-1	-2	0
MvSl-1064-A1-R4_A1g01446	bPAR	bPAR	0	0	0	0	1	0	3	0	0	5.299702603	0.326693879	0.326693879	0.15609013	0.684666251	5.545403407	5.354255795	4.980332609	5.260528431	NON	NON	MvSl-1064-A2-R4_A2g01759	0	0	0	0	2	0	3	0	0	0	0	0	0	-1	0	0	0	0
MvSl-1064-A1-R4_A1g01465	bPAR	bPAR	0	0	0	0	0	0	0	0	0	3.039305919	-0.531485885	0.531485885	0.149353342	0.671304794	3.049141299	2.388687111	2.904750081	3.580874647	NON	NON	MvSl-1064-A2-R4_A2g01778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_A1g01469	bPAR	bPAR	0	0	0	0	0	0	0	0	0	0.254019606	0.440323719	0.440323719	0.364827163	0.927747946	0.510060805	0.354733747	-0.243174442	0.262306339	NON	NON	MvSl-1064-A2-R4_A2g01782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_A1g01474	bPAR	bPAR	0	0	0	0	0	0	1	0	0	1.033934201	0.199290492	0.199290492	0.646808627	0.999949922	1.38165766	0.807311011	1.047803276	0.80629397	NON	NON	MvSl-1064-A2-R4_A2g01787	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
