MvSl-1064-A1-R4_A1g00014	bPAR	bPAR	27672	29826	3.986166643	-1.647743756	4.11E-07	1.40E-05	2.493258973	3.300788254	4.693735746	4.474975314	149	149	1	Down	DE	450	450	1
MvSl-1064-A1-R4_A1g00015	bPAR	bPAR	31145	31816	4.728011616	-2.421298156	1.59E-15	1.42E-13	2.609544687	3.426239624	5.587874592	5.369976294	254	254	1	Down	DE	765	765	1
MvSl-1064-A1-R4_A1g00016	bPAR	bPAR	31867	32715	1.823444182	-2.671972801	1.24E-09	5.82E-08	-0.483640272	0.457320064	2.683885317	2.5530178	55	55	1	Down	DE	168	168	1
MvSl-1064-A1-R4_A1g00029	bPAR	bPAR	59218	59891	6.297648826	4.988993955	1.54E-87	1.88E-84	7.418271616	7.059641211	2.207478765	2.365830005	56	56	1	Up	DE	171	171	1
MvSl-1064-A1-R4_A1g00030	bPAR	bPAR	60303	60627	7.934547299	2.637888472	2.29E-30	4.36E-28	8.812093292	8.61919494	6.147697071	6.014483292	122	122	1	Up	DE	369	369	1
MvSl-1064-A1-R4_A1g00081	Black	OldStrata	186136	186867	5.666856495	-2.764413249	2.80E-28	4.52E-26	3.896655408	3.506191765	6.231726911	6.674746223	363	363	1	Down	DE	1092	1092	1
MvSl-1064-A1-R4_A1g00106	Black	OldStrata	192447	192848	2.222659039	1.297354832	0.002461132	0.037571822	3.144754949	2.086543214	1.51836347	1.363278739	452	452	1	Up	DE	1359	1359	1
MvSl-1064-A1-R4_A1g00118	Black	OldStrata	3139638	3144611	5.107026535	1.366976139	3.32E-09	1.45E-07	5.649590813	5.612257647	4.312758806	4.222475197	230	233	0.987124464	Up	DE	693	702	0.987179487
MvSl-1064-A1-R4_A1g00168	Black	OldStrata	718774	719371	3.593941903	-1.420237846	8.84E-05	0.002041729	3.081721694	2.266854998	3.793595981	4.41679926	534	530	0.992509363	Down	DE	1605	1593	0.992523364
MvSl-1064-A1-R4_A1g00252	Black	OldStrata	2519820	2520678	1.456748042	-3.1475067	5.20E-12	3.32E-10	-0.688158539	-0.585987386	2.394101906	2.220362169	489	742	1.517382413	Down	DE	1470	2229	1.516326531
MvSl-1064-A1-R4_A1g00283	Black	OldStrata	2725136	2725813	4.281422989	4.449535004	7.83E-39	2.16E-36	5.294040345	5.112382777	0.404087788	1.165494325	1625	1402	1.159058488	Up	DE	4878	4209	1.158945118
MvSl-1064-A1-R4_A1g00383	Black	OldStrata	893809	894012	2.973716818	1.958261326	1.19E-06	3.77E-05	3.887470093	3.307670096	1.120141884	2.114537831	162	171	0.947368421	Up	DE	489	516	0.947674419
MvSl-1064-A1-R4_A1g00481	Black	OldStrata	641110	646152	3.113213048	1.429781111	1.96E-05	0.000511192	3.700822991	3.587610434	1.954027479	2.46962929	182	174	1.045977011	Up	DE	549	525	1.045714286
MvSl-1064-A1-R4_A1g00594	Black	OldStrata	1098507	1099824	5.062947197	-1.835910271	7.11E-13	5.02E-11	4.101193311	3.61560977	5.788490022	5.622485418	467	547	1.17130621	Down	DE	1404	1644	1.170940171
MvSl-1064-A1-R4_A1g00635	Black	OldStrata	1119790	1125248	4.330083151	-1.412656761	5.32E-05	0.001272819	3.919366053	2.803275682	4.699649704	5.025272808	628	553	0.880573248	Down	DE	1887	1662	0.880763116
MvSl-1064-A1-R4_A1g00642	Black	OldStrata	1645733	1648754	6.20721473	5.102816982	1.06E-97	2.26E-94	7.238954872	7.082392035	2.068140537	2.114537831	69	86	0.802325581	Up	DE	210	261	0.804597701
MvSl-1064-A1-R4_A1g00745	Black	OldStrata	1111101	1112366	5.847982363	1.868153555	2.87E-17	2.95E-15	6.606064743	6.377222655	4.504006589	4.749937641	164	294	0.557823129	Up	DE	495	885	0.559322034
MvSl-1064-A1-R4_A1g00763	Black	OldStrata	1144687	1148015	0.613957131	-4.029433889	3.44E-10	1.77E-08	-1.379573498	-2.757536787	1.010226695	1.91884176	1235	1234	0.999190283	Down	DE	3708	3705	0.999190939
