MvSl-1064-A1-R4_A1g00014	bPAR	bPAR	3	74	222	3	74	222	0	0	0	27672	29826	3.986166643	-1.647743756	1.647743756	4.11E-07	1.40E-05	2.493258973	3.300788254	4.693735746	4.474975314	Down
MvSl-1064-A1-R4_A1g00015	bPAR	bPAR	2	42	84	2	42	84	0	0	0	31145	31816	4.728011616	-2.421298156	2.421298156	1.59E-15	1.42E-13	2.609544687	3.426239624	5.587874592	5.369976294	Down
MvSl-1064-A1-R4_A1g00016	bPAR	bPAR	1	0	0	1	0	0	0	0	0	31867	32715	1.823444182	-2.671972801	2.671972801	1.24E-09	5.82E-08	-0.483640272	0.457320064	2.683885317	2.5530178	Down
MvSl-1064-A1-R4_A1g00029	bPAR	bPAR	2	77	154	2	77	154	0	0	0	59218	59891	6.297648826	4.988993955	4.988993955	1.54E-87	1.88E-84	7.418271616	7.059641211	2.207478765	2.365830005	Up
MvSl-1064-A1-R4_A1g00030	bPAR	bPAR	1	85	85	1	85	85	0	0	0	60303	60627	7.934547299	2.637888472	2.637888472	2.29E-30	4.36E-28	8.812093292	8.61919494	6.147697071	6.014483292	Up
MvSl-1064-A1-R4_A1g00081	Black	OldStrata	8	84	672	8	83.75	670	0	0.25	2	186136	186867	5.666856495	-2.764413249	2.764413249	2.80E-28	4.52E-26	3.896655408	3.506191765	6.231726911	6.674746223	Down
MvSl-1064-A1-R4_A1g00106	Black	OldStrata	3	81	243	3	90.3333	271	0	-9.3333	-28	192447	192848	2.222659039	1.297354832	1.297354832	0.002461132	0.037571822	3.144754949	2.086543214	1.51836347	1.363278739	Up
MvSl-1064-A1-R4_A1g00118	Black	OldStrata	2	66.5	133	2	56	112	0	10.5	21	3139638	3144611	5.107026535	1.366976139	1.366976139	3.32E-09	1.45E-07	5.649590813	5.612257647	4.312758806	4.222475197	Up
MvSl-1064-A1-R4_A1g00168	Black	OldStrata	4	107.75	431	6	92.5	555	-2	15.25	-124	718774	719371	3.593941903	-1.420237846	1.420237846	8.84E-05	0.002041729	3.081721694	2.266854998	3.793595981	4.41679926	Down
MvSl-1064-A1-R4_A1g00252	Black	OldStrata	2	64.5	129	5	73	365	-3	-8.5	-236	2519820	2520678	1.456748042	-3.1475067	3.1475067	5.20E-12	3.32E-10	-0.688158539	-0.585987386	2.394101906	2.220362169	Down
MvSl-1064-A1-R4_A1g00283	Black	OldStrata	5	102.4	512	3	113	339	2	-10.6	173	2725136	2725813	4.281422989	4.449535004	4.449535004	7.83E-39	2.16E-36	5.294040345	5.112382777	0.404087788	1.165494325	Up
MvSl-1064-A1-R4_A1g00383	Black	OldStrata	2	73	146	1	157	157	1	-84	-11	893809	894012	2.973716818	1.958261326	1.958261326	1.19E-06	3.77E-05	3.887470093	3.307670096	1.120141884	2.114537831	Up
MvSl-1064-A1-R4_A1g00481	Black	OldStrata	2	49.5	99	2	65.5	131	0	-16	-32	641110	646152	3.113213048	1.429781111	1.429781111	1.96E-05	0.000511192	3.700822991	3.587610434	1.954027479	2.46962929	Up
MvSl-1064-A1-R4_A1g00594	Black	OldStrata	3	102.333	307	4	73	292	-1	29.333	15	1098507	1099824	5.062947197	-1.835910271	1.835910271	7.11E-13	5.02E-11	4.101193311	3.61560977	5.788490022	5.622485418	Down
MvSl-1064-A1-R4_A1g00635	Black	OldStrata	10	66.5	665	8	87.5	700	2	-21	-35	1119790	1125248	4.330083151	-1.412656761	1.412656761	5.32E-05	0.001272819	3.919366053	2.803275682	4.699649704	5.025272808	Down
MvSl-1064-A1-R4_A1g00642	Black	OldStrata	1	0	0	1	0	0	0	0	0	1645733	1648754	6.20721473	5.102816982	5.102816982	1.06E-97	2.26E-94	7.238954872	7.082392035	2.068140537	2.114537831	Up
MvSl-1064-A1-R4_A1g00745	Black	OldStrata	3	74.3333	223	4	72.5	290	-1	1.8333	-67	1111101	1112366	5.847982363	1.868153555	1.868153555	2.87E-17	2.95E-15	6.606064743	6.377222655	4.504006589	4.749937641	Up
MvSl-1064-A1-R4_A1g00763	Black	OldStrata	5	67.4	337	6	69.8333	419	-1	-2.4333	-82	1144687	1148015	0.613957131	-4.029433889	4.029433889	3.44E-10	1.77E-08	-1.379573498	-2.757536787	1.010226695	1.91884176	Down
MvSl-1064-A1-R4_A1g00923	Black	OldStrata	1	0	0	1	0	0	0	0	0	3070504	3073816	4.056643808	1.125181115	1.125181115	9.40E-05	0.002148465	4.551423418	4.460180654	3.131676377	3.607125973	Up
MvSl-1064-A1-R4_A1g00929	Black	OldStrata	2	69	138	2	69	138	0	0	0	3137879	3139458	1.317853258	1.834083721	1.834083721	0.000130504	0.002875464	2.312899599	1.377457876	-0.072197335	0.388749813	Up
MvSl-1064-A1-R4_A1g00977	Black	OldStrata	4	79	316	4	143.25	573	0	-64.25	-257	3035765	3037588	5.585095293	-3.065033979	3.065033979	1.93E-41	5.89E-39	3.372499016	3.368172614	6.35862651	6.486066692	Down
MvSl-1064-A1-R4_A1g01007	Black	OldStrata	4	118.25	473	4	218.75	875	0	-100.5	-402	1400757	1402594	5.551066322	3.100208392	3.100208392	7.75E-33	1.66E-30	6.550408546	6.204549133	3.032075479	3.526894011	Up
MvSl-1064-A1-R4_A1g01021	Black	OldStrata	2	126.5	253	6	112	672	-4	14.5	-419	1578575	1582088	0.474419236	4.38716508	4.38716508	9.01E-11	5.00E-09	1.644116926	0.882984303	-1.942237596	-2.683265469	Up
MvSl-1064-A1-R4_A1g01049	Centro	Centro	1	45	45	3	87	261	-2	-42	-216	1304949	1306659	5.68079335	0.997497083	0.997497083	2.45E-06	7.38E-05	6.151558982	6.03244923	4.950883604	5.231290704	Up
MvSl-1064-A1-R4_A1g01164	Black	OldStrata	10	83.2	832	9	83.2222	749	1	-0.0222	83	3033187	3035601	4.608905741	-0.782988706	0.782988706	0.001693951	0.027375404	4.05681556	4.272441398	5.004422425	4.890160511	Down
MvSl-1064-A1-R4_A1g01220	Black	OldStrata	8	86.125	689	7	101.286	709	1	-15.161	-20	2575916	2576612	7.468211439	3.396664551	3.396664551	9.23E-53	4.64E-50	8.302720479	8.368936168	4.992427797	4.892830517	Up
MvSl-1064-A1-R4_A1g01253	Black	OldStrata	4	105	420	4	95	380	0	10	40	525538	526703	6.667842774	-0.854931713	0.854931713	4.91E-05	0.001193109	5.95783539	6.370665454	7.131438766	6.927422143	Down
MvSl-1064-A1-R4_A1g01288	Black	OldStrata	1	0	0	1	0	0	0	0	0	1186986	1189109	5.740145903	1.137327982	1.137327982	1.02E-06	3.26E-05	6.014835218	6.359946026	5.247855824	4.849505868	Up
MvSl-1064-A1-R4_A1g01290	Black	OldStrata	9	92.8889	836	9	80	720	0	12.8889	116	1185421	1186806	5.58068721	1.448121849	1.448121849	1.49E-11	9.04E-10	6.188489281	6.064290424	4.765972884	4.594603927	Up
MvSl-1064-A1-R4_A1g01302	Black	OldStrata	5	83.6	418	2	53	106	3	30.6	312	2775123	2776609	6.148703738	6.307186831	6.307186831	4.82E-106	2.06E-102	6.951716635	7.283842363	0.619046564	1.129723972	Up
MvSl-1064-A1-R4_A1g01375	Black	OldStrata	2	71	142	2	65.5	131	0	5.5	11	901642	902941	4.90234178	0.846875736	0.846875736	0.000520405	0.010111233	5.246336701	5.277465751	4.579713548	4.235155183	Up
MvSl-1064-A1-R4_A1g01376	Black	OldStrata	11	71.8182	790	12	99.3333	1192	-1	-27.5151	-402	903456	904193	5.367418152	0.760387737	0.760387737	0.001064882	0.018655082	5.83181894	5.546872142	4.774403219	5.084863863	Up
MvSl-1064-A1-R4_A1g01383	Black	OldStrata	7	79.4286	556	5	117.6	588	2	-38.1714	-32	914330	919259	5.723893005	1.918429351	1.918429351	1.22E-17	1.27E-15	6.540920131	6.204549133	4.483585726	4.453433268	Up
MvSl-1064-A1-R4_A1g01418	Black	OldStrata	9	84.5556	761	10	88	880	-1	-3.4444	-119	1151741	1153580	3.681246951	3.351221404	3.351221404	4.10E-19	4.50E-17	4.636124231	4.419462633	0.619046564	1.667639135	Up
MvSl-1064-A1-R4_A1g01459	bPAR	bPAR	1	0	0	1	0	0	0	0	0	3256296	3256583	0.60440484	5.483609744	5.483609744	2.93E-14	2.35E-12	1.554104671	1.403388459	-2.271875237	-3.311053328	Up
MvSl-1064-A1-R4_A1g01493	bPAR	bPAR	7	92.2857	646	7	92.2857	646	0	0	0	3342886	3345193	0.143937876	-2.930023968	2.930023968	1.67E-06	5.15E-05	-0.926535427	-2.757536787	0.715598022	1.165494325	Down
MvSl-1064-A1-R4_A1g01494	bPAR	bPAR	1	42	42	1	42	42	0	0	0	3345781	3348549	7.318336786	-0.924508323	0.924508323	0.000134886	0.002956775	6.995657804	6.535823429	7.431556554	7.939793523	Down
MvSl-1064-A1-R4_MC01-1g01699	Auto	Auto	2	203.5	407	2	203.5	407	0	0	0	14920	16821	5.539113531	-1.319583218	1.319583218	4.78E-10	2.37E-08	4.759566915	4.71436641	6.118195214	5.986008145	Down
