MvSl-1064-A1-R4_A1g00241	0.0283	0.009	0.0152	0.0048	1.861829856	Black	OldStrata	1132727	1134319	7.200292797	0.569678864	0.569678864	0.003608728	0.051746004	7.358865128	7.548537996	6.883192877	6.891828089	NON	NON
MvSl-1064-A1-R4_MC11g10587	0	0	0	0	0	Auto	Auto	1048220	1051376	3.286759315	1.132231761	1.132231761	0.003613565	0.051746004	4.023661259	3.374741129	2.031096758	3.031350278	NON	NON
MvSl-1064-A1-R4_MC02g03308	0	0	0	0	0	Auto	Auto	342825	345184	7.321480005	-0.580463016	0.580463016	0.003674788	0.052534723	6.917154497	7.083394903	7.531095318	7.632703254	NON	NON
MvSl-1064-A1-R4_MC06g06958	0	0	0	0	0	Auto	Auto	265706	267372	8.533228155	-0.753619992	0.753619992	0.003800628	0.054062516	8.161262764	8.05271	8.587621585	9.091487113	NON	NON
MvSl-1064-A1-R4_MC03g04440	0	0	0	0	0	Auto	Auto	456053	457563	8.096667749	1.063752104	1.063752104	0.003897592	0.055257899	7.893510947	8.973495509	7.879975187	6.891828089	NON	NON
MvSl-1064-A1-R4_MC05-3g06705	0	0	0	0	0	Auto	Auto	559460	562452	6.322550608	0.6198237	0.6198237	0.004045124	0.057065622	6.406717758	6.768110512	6.154171911	5.78077521	NON	NON
MvSl-1064-A1-R4_MC03g04519	0	0	0	0	0	Auto	Auto	643604	644342	5.922867659	-0.588971269	0.588971269	0.004054998	0.057110672	5.521851848	5.673476459	6.297546716	6.068620741	NON	NON
MvSl-1064-A1-R4_MC12g11241	0	0	0	0	0	Auto	Auto	1233750	1236041	7.502011318	0.591470922	0.591470922	0.004132936	0.057922075	7.895803153	7.626289398	7.158528401	7.193617981	NON	NON
MvSl-1064-A1-R4_A1g00193	0.0891	0.0205	0.0318	0.0056	2.801877982	Black	OldStrata	1648933	1652928	8.564615798	-0.688650635	0.688650635	0.004250001	0.059048018	8.121417663	8.23591116	8.919485806	8.815166942	NON	NON
MvSl-1064-A1-R4_MC08g08737	0	0	0	0	0	Auto	Auto	1235869	1236132	6.176727619	-0.55863781	0.55863781	0.0042678	0.059133589	5.810108122	5.930250794	6.52273628	6.329324368	NON	NON
MvSl-1064-A1-R4_MC09-2g09104	0	0	0	0	0	Auto	Auto	429935	430540	6.110493325	0.71413606	0.71413606	0.0043283	0.059874812	6.090831017	6.692570824	5.939813762	5.435536171	NON	NON
MvSl-1064-A1-R4_MC02g03852	0	0	0	0	0	Auto	Auto	1619542	1619980	1.92907596	-1.355308375	1.355308375	0.004387971	0.060504453	0.410975968	1.617909111	2.809519983	1.98038708	NON	NON
MvSl-1064-A1-R4_MC09-2g09305	0	0	0	0	0	Auto	Auto	950755	952529	6.140001748	-0.54908348	0.54908348	0.004474868	0.061603289	5.847298243	5.833430928	6.327455288	6.447540793	NON	NON
MvSl-1064-A1-R4_MC10-1g09687	0	0	0	0	0	Auto	Auto	141586	145009	7.083623487	-0.597946206	0.597946206	0.00454569	0.062477657	6.608861841	6.886600473	7.53606172	7.140685984	NON	NON
MvSl-1064-A1-R4_MC07g07914	0	0	0	0	0	Auto	Auto	901840	904078	5.979323618	0.566862956	0.566862956	0.004562555	0.062608796	6.295662775	6.170034107	5.581483167	5.750181769	NON	NON
MvSl-1064-A1-R4_MC12g10991	0	0	0	0	0	Auto	Auto	612164	613997	3.552932194	0.83858007	0.83858007	0.004605042	0.063090557	3.989727087	3.817143577	3.032075479	3.116054044	NON	NON
MvSl-1064-A1-R4_MC03g04646	0	0	0	0	0	Auto	Auto	932610	933707	7.751062459	-0.679398139	0.679398139	0.004638321	0.063444815	7.176221762	7.544538223	8.265588623	7.79921513	NON	NON
MvSl-1064-A1-R4_A1g00515	0.0118	0.0036	0.0074	0.0019	1.594573046	Black	OldStrata	2080392	2081481	5.262275639	-0.639906605	0.639906605	0.004682811	0.063951041	4.959076487	4.857241716	5.67900013	5.40219189	NON	NON
MvSl-1064-A1-R4_MC15g12117	0	0	0	0	0	Auto	Auto	269612	270491	7.243722734	-0.587897058	0.587897058	0.004805371	0.065208122	6.84247471	6.994494557	7.674620445	7.319517218	NON	NON
MvSl-1064-A1-R4_MC02g03973	0	0	0	0	0	Auto	Auto	1887370	1890259	5.920458702	0.650272126	0.650272126	0.005031423	0.067844844	6.279953945	6.132736737	5.239760957	5.820582721	NON	NON
MvSl-1064-A1-R4_A1g00380	0.0218	0.022	0.0119	0.0084	1.831917379	Red	ColorStrata	895253	895922	6.245651362	-0.537209791	0.537209791	0.005100502	0.068668013	6.014835218	5.888402365	6.528562347	6.449355693	NON	NON
MvSl-1064-A1-R4_MC10-1g09736	0	0	0	0	0	Auto	Auto	198465	198924	0.334562845	-1.577093422	1.577093422	0.0051132	0.068730734	-0.688158539	-0.395107576	1.435736964	0.049071526	NON	NON
MvSl-1064-A1-R4_MC13g11509	0	0	0	0	0	Auto	Auto	521878	523234	6.913313769	-0.521241421	0.521241421	0.005428635	0.072514682	6.551135846	6.704352596	7.200840825	7.098516148	NON	NON
MvSl-1064-A1-R4_MC01-1g02646	0	0	0	0	0	Auto	Auto	1764671	1765577	5.300529457	0.765555351	0.765555351	0.005458701	0.072529944	5.819797733	5.414469147	4.473265867	5.177559575	NON	NON
MvSl-1064-A1-R4_MC04-1g05683	0	0	0	0	0	Auto	Auto	909905	911336	7.627571938	0.777787213	0.777787213	0.005463713	0.072529944	8.364227801	7.409113722	7.13635259	7.235765514	NON	NON
MvSl-1064-A1-R4_MC01-1g01921	0	0	0	0	0	Auto	Auto	273921	277133	8.147829518	0.617855507	0.617855507	0.005810924	0.076192616	8.49225457	8.351767521	7.762350498	7.848529875	NON	NON
MvSl-1064-A1-R4_MC02g03650	0	0	0	0	0	Auto	Auto	1176154	1177404	7.264774685	0.595326032	0.595326032	0.00580453	0.076192616	7.298207247	7.732389972	6.995022947	6.875722177	NON	NON
MvSl-1064-A1-R4_MC02g04151	0	0	0	0	0	Auto	Auto	2344582	2345481	6.133868169	-0.556998429	0.556998429	0.00592338	0.077548202	5.786831068	5.871084805	6.530222626	6.225123281	NON	NON
MvSl-1064-A1-R4_MC10-2g10110	0	0	0	0	0	Auto	Auto	680208	682115	9.652538784	0.825038696	0.825038696	0.006168837	0.080026386	10.17109018	9.821303778	9.03318463	9.316599115	NON	NON
MvSl-1064-A1-R4_MC04-1g05309	0	0	0	0	0	Auto	Auto	47869	50649	5.194963855	-0.644344821	0.644344821	0.00618415	0.080103477	4.687305057	4.976477671	5.614726618	5.335062899	NON	NON
MvSl-1064-A1-R4_MC05-3g06512	0	0	0	0	0	Auto	Auto	332054	332859	1.208764043	-1.141358919	1.141358919	0.006211496	0.080214623	0.410975968	0.727447653	1.718032715	1.616865351	NON	NON
