MvSl-1064-A1-R4_A1g00014	52.44	61.33	MvSl-1064-A2-R4_A2g00014	52.44	61.33	27672	29826	3.986166643	-1.647743756	1.647743756	4.11E-07	1.40E-05	2.493258973	3.300788254	4.693735746	4.474975314	bPAR	bPAR	0	0	Down
MvSl-1064-A1-R4_A1g00015	53.59	57.65	MvSl-1064-A2-R4_A2g00015	53.59	57.65	31145	31816	4.728011616	-2.421298156	2.421298156	1.59E-15	1.42E-13	2.609544687	3.426239624	5.587874592	5.369976294	bPAR	bPAR	0	0	Down
MvSl-1064-A1-R4_A1g00016	57.74	57.14	MvSl-1064-A2-R4_A2g00016	57.74	57.14	31867	32715	1.823444182	-2.671972801	2.671972801	1.24E-09	5.82E-08	-0.483640272	0.457320064	2.683885317	2.5530178	bPAR	bPAR	0	0	Down
MvSl-1064-A1-R4_A1g00029	50.29	57.89	MvSl-1064-A2-R4_A2g00029	50.29	57.89	59218	59891	6.297648826	4.988993955	4.988993955	1.54E-87	1.88E-84	7.418271616	7.059641211	2.207478765	2.365830005	bPAR	bPAR	0	0	Up
MvSl-1064-A1-R4_A1g00030	52.3	56.1	MvSl-1064-A2-R4_A2g00030	52.3	56.1	60303	60627	7.934547299	2.637888472	2.637888472	2.29E-30	4.36E-28	8.812093292	8.61919494	6.147697071	6.014483292	bPAR	bPAR	0	0	Up
MvSl-1064-A1-R4_A1g00081	53.48	62.09	MvSl-1064-A2-R4_A2g00081	53.39	62.09	186136	186867	5.666856495	-2.764413249	2.764413249	2.80E-28	4.52E-26	3.896655408	3.506191765	6.231726911	6.674746223	Black	OldStrata	0.09	0	Down
MvSl-1064-A1-R4_A1g00106	51.43	54.75	MvSl-1064-A2-R4_A2g00116	51.73	55.19	192447	192848	2.222659039	1.297354832	1.297354832	0.002461132	0.037571822	3.144754949	2.086543214	1.51836347	1.363278739	Black	OldStrata	-0.3	-0.44	Up
MvSl-1064-A1-R4_A1g00118	59.16	63.2	MvSl-1064-A2-R4_A2g01692	58.69	62.82	3139638	3144611	5.107026535	1.366976139	1.366976139	3.32E-09	1.45E-07	5.649590813	5.612257647	4.312758806	4.222475197	Black	OldStrata	0.47	0.38	Up
MvSl-1064-A1-R4_A1g00168	58.01	61.68	MvSl-1064-A2-R4_A2g00313	58.69	63.09	718774	719371	3.593941903	-1.420237846	1.420237846	8.84E-05	0.002041729	3.081721694	2.266854998	3.793595981	4.41679926	Black	OldStrata	-0.68	-1.41	Down
MvSl-1064-A1-R4_A1g00252	53.47	60.2	MvSl-1064-A2-R4_A2g01311	53.84	58.41	2519820	2520678	1.456748042	-3.1475067	3.1475067	5.20E-12	3.32E-10	-0.688158539	-0.585987386	2.394101906	2.220362169	Black	OldStrata	-0.37	1.79	Down
MvSl-1064-A1-R4_A1g00283	52.73	60.21	MvSl-1064-A2-R4_A2g01455	53.08	59.52	2725136	2725813	4.281422989	4.449535004	4.449535004	7.83E-39	2.16E-36	5.294040345	5.112382777	0.404087788	1.165494325	Black	OldStrata	-0.35	0.69	Up
MvSl-1064-A1-R4_A1g00383	56.03	63.8	MvSl-1064-A2-R4_A2g00388	54.26	56.98	893809	894012	2.973716818	1.958261326	1.958261326	1.19E-06	3.77E-05	3.887470093	3.307670096	1.120141884	2.114537831	Black	OldStrata	1.77	6.82	Up
MvSl-1064-A1-R4_A1g00481	50.27	54.64	MvSl-1064-A2-R4_A2g00295	51.81	57.71	641110	646152	3.113213048	1.429781111	1.429781111	1.96E-05	0.000511192	3.700822991	3.587610434	1.954027479	2.46962929	Black	OldStrata	-1.54	-3.07	Up
MvSl-1064-A1-R4_A1g00594	55.2	57.69	MvSl-1064-A2-R4_A2g00575	54.2	55.84	1098507	1099824	5.062947197	-1.835910271	1.835910271	7.11E-13	5.02E-11	4.101193311	3.61560977	5.788490022	5.622485418	Black	OldStrata	1	1.85	Down
MvSl-1064-A1-R4_A1g00635	51.78	53.9	MvSl-1064-A2-R4_A2g00615	51.99	54.69	1119790	1125248	4.330083151	-1.412656761	1.412656761	5.32E-05	0.001272819	3.919366053	2.803275682	4.699649704	5.025272808	Black	OldStrata	-0.21	-0.79	Down
MvSl-1064-A1-R4_A1g00642	55.24	58.57	MvSl-1064-A2-R4_A2g00977	57.47	59.77	1645733	1648754	6.20721473	5.102816982	5.102816982	1.06E-97	2.26E-94	7.238954872	7.082392035	2.068140537	2.114537831	Black	OldStrata	-2.23	-1.2	Up
MvSl-1064-A1-R4_A1g00745	55.35	65.45	MvSl-1064-A2-R4_A2g00577	58.31	68.14	1111101	1112366	5.847982363	1.868153555	1.868153555	2.87E-17	2.95E-15	6.606064743	6.377222655	4.504006589	4.749937641	Black	OldStrata	-2.96	-2.69	Up
MvSl-1064-A1-R4_A1g00763	53.53	61.17	MvSl-1064-A2-R4_A2g00660	55.41	63.81	1144687	1148015	0.613957131	-4.029433889	4.029433889	3.44E-10	1.77E-08	-1.379573498	-2.757536787	1.010226695	1.91884176	Black	OldStrata	-1.88	-2.64	Down
MvSl-1064-A1-R4_A1g00923	61.86	62.5	MvSl-1064-A2-R4_A2g01579	62.5	65.38	3070504	3073816	4.056643808	1.125181115	1.125181115	9.40E-05	0.002148465	4.551423418	4.460180654	3.131676377	3.607125973	Black	OldStrata	-0.64	-2.88	Up
MvSl-1064-A1-R4_A1g00929	58.45	64.93	MvSl-1064-A2-R4_A2g01687	57.82	64.45	3137879	3139458	1.317853258	1.834083721	1.834083721	0.000130504	0.002875464	2.312899599	1.377457876	-0.072197335	0.388749813	Black	OldStrata	0.63	0.48	Up
MvSl-1064-A1-R4_A1g00977	52.22	58.89	MvSl-1064-A2-R4_A2g01566	53.2	60.6	3035765	3037588	5.585095293	-3.065033979	3.065033979	1.93E-41	5.89E-39	3.372499016	3.368172614	6.35862651	6.486066692	Black	OldStrata	-0.98	-1.71	Down
MvSl-1064-A1-R4_A1g01007	56.07	62.42	MvSl-1064-A2-R4_A2g00894	54.9	63.84	1400757	1402594	5.551066322	3.100208392	3.100208392	7.75E-33	1.66E-30	6.550408546	6.204549133	3.032075479	3.526894011	Black	OldStrata	1.17	-1.42	Up
MvSl-1064-A1-R4_A1g01021	53.71	55.47	MvSl-1064-A2-R4_A2g00954	52.35	53.11	1578575	1582088	0.474419236	4.38716508	4.38716508	9.01E-11	5.00E-09	1.644116926	0.882984303	-1.942237596	-2.683265469	Black	OldStrata	1.36	2.36	Up
MvSl-1064-A1-R4_A1g01049	61.35	71.28	MvSl-1064-A2-R4_A2g00858	60.59	64.64	1304949	1306659	5.68079335	0.997497083	0.997497083	2.45E-06	7.38E-05	6.151558982	6.03244923	4.950883604	5.231290704	Centro	Centro	0.76	6.64	Up
MvSl-1064-A1-R4_A1g01164	55.86	59.22	MvSl-1064-A2-R4_A2g01564	55.75	59.25	3033187	3035601	4.608905741	-0.782988706	0.782988706	0.001693951	0.027375404	4.05681556	4.272441398	5.004422425	4.890160511	Black	OldStrata	0.11	-0.03	Down
MvSl-1064-A1-R4_A1g01220	56.68	54.88	MvSl-1064-A2-R4_A2g01388	55.86	54.3	2575916	2576612	7.468211439	3.396664551	3.396664551	9.23E-53	4.64E-50	8.302720479	8.368936168	4.992427797	4.892830517	Black	OldStrata	0.82	0.58	Up
MvSl-1064-A1-R4_A1g01253	52.64	61.75	MvSl-1064-A2-R4_A2g00196	51.57	62.35	525538	526703	6.667842774	-0.854931713	0.854931713	4.91E-05	0.001193109	5.95783539	6.370665454	7.131438766	6.927422143	Black	OldStrata	1.07	-0.6	Down
MvSl-1064-A1-R4_A1g01288	55.1	56.83	MvSl-1064-A2-R4_A2g00799	55.23	56.09	1186986	1189109	5.740145903	1.137327982	1.137327982	1.02E-06	3.26E-05	6.014835218	6.359946026	5.247855824	4.849505868	Black	OldStrata	-0.13	0.74	Up
MvSl-1064-A1-R4_A1g01290	54.13	57.86	MvSl-1064-A2-R4_A2g00797	54.22	58.22	1185421	1186806	5.58068721	1.448121849	1.448121849	1.49E-11	9.04E-10	6.188489281	6.064290424	4.765972884	4.594603927	Black	OldStrata	-0.09	-0.36	Up
MvSl-1064-A1-R4_A1g01302	53.1	61.56	MvSl-1064-A2-R4_A2g01497	52.07	58.06	2775123	2776609	6.148703738	6.307186831	6.307186831	4.82E-106	2.06E-102	6.951716635	7.283842363	0.619046564	1.129723972	Black	OldStrata	1.03	3.5	Up
MvSl-1064-A1-R4_A1g01375	54.56	56.52	MvSl-1064-A2-R4_A2g00417	55.06	55.84	901642	902941	4.90234178	0.846875736	0.846875736	0.000520405	0.010111233	5.246336701	5.277465751	4.579713548	4.235155183	Black	OldStrata	-0.5	0.68	Up
MvSl-1064-A1-R4_A1g01376	53.82	58.86	MvSl-1064-A2-R4_A2g00418	54.41	56.24	903456	904193	5.367418152	0.760387737	0.760387737	0.001064882	0.018655082	5.83181894	5.546872142	4.774403219	5.084863863	Black	OldStrata	-0.59	2.62	Up
MvSl-1064-A1-R4_A1g01383	53.31	57	MvSl-1064-A2-R4_A2g00527	52.59	57.04	914330	919259	5.723893005	1.918429351	1.918429351	1.22E-17	1.27E-15	6.540920131	6.204549133	4.483585726	4.453433268	Black	OldStrata	0.72	-0.04	Up
MvSl-1064-A1-R4_A1g01418	54.14	53.04	MvSl-1064-A2-R4_A2g00702	54.23	53.73	1151741	1153580	3.681246951	3.351221404	3.351221404	4.10E-19	4.50E-17	4.636124231	4.419462633	0.619046564	1.667639135	Black	OldStrata	-0.09	-0.69	Up
MvSl-1064-A1-R4_A1g01459	52.43	59.38	MvSl-1064-A2-R4_A2g01772	52.43	59.38	3256296	3256583	0.60440484	5.483609744	5.483609744	2.93E-14	2.35E-12	1.554104671	1.403388459	-2.271875237	-3.311053328	bPAR	bPAR	0	0	Up
MvSl-1064-A1-R4_A1g01493	56.44	61.91	MvSl-1064-A2-R4_A2g01806	56.44	61.91	3342886	3345193	0.143937876	-2.930023968	2.930023968	1.67E-06	5.15E-05	-0.926535427	-2.757536787	0.715598022	1.165494325	bPAR	bPAR	0	0	Down
MvSl-1064-A1-R4_A1g01494	57.83	69.86	MvSl-1064-A2-R4_A2g01807	57.83	69.86	3345781	3348549	7.318336786	-0.924508323	0.924508323	0.000134886	0.002956775	6.995657804	6.535823429	7.431556554	7.939793523	bPAR	bPAR	0	0	Down
MvSl-1064-A1-R4_MC01-1g01699	55.3	62.99	MvSl-1064-A2-R4_MC01g01980	55.3	62.99	14920	16821	5.539113531	-1.319583218	1.319583218	4.78E-10	2.37E-08	4.759566915	4.71436641	6.118195214	5.986008145	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC01-1g01722	52.24	55.56	MvSl-1064-A2-R4_MC01g02003	52.24	55.56	38506	38703	1.262542711	1.577594889	1.577594889	0.000191006	0.004012616	1.866098393	1.74502952	0.344942075	0.262306339	Auto	Auto	0	0	Up
MvSl-1064-A1-R4_MC01-1g01740	54.64	53.61	MvSl-1064-A2-R4_MC01g02021	54.64	53.61	53416	54394	3.564506832	0.895446108	0.895446108	0.00247035	0.037578335	3.998285752	3.873886934	3.122900599	2.971985664	Auto	Auto	0	0	Up
MvSl-1064-A1-R4_MC01-1g01777	57.2	57.58	MvSl-1064-A2-R4_MC01g02058	57.2	57.58	97489	102257	0.893480165	1.696559261	1.696559261	0.000204772	0.004269755	1.407591257	1.50268715	-0.243174442	-0.029636685	Auto	Auto	0	0	Up
MvSl-1064-A1-R4_MC01-1g01783	50.63	53.9	MvSl-1064-A2-R4_MC01g02064	50.63	53.9	107424	108928	1.670533368	3.179057277	3.179057277	5.64E-11	3.21E-09	2.620673914	2.308619354	-1.252678073	-0.029636685	Auto	Auto	0	0	Up
MvSl-1064-A1-R4_MC01-1g01827	54.12	58.06	MvSl-1064-A2-R4_MC01g02108	54.12	58.06	155329	157048	4.688492935	1.988514603	1.988514603	1.14E-11	6.98E-10	5.641417899	5.006395177	3.208344888	3.533753084	Auto	Auto	0	0	Up
MvSl-1064-A1-R4_MC01-1g01829	53.18	57.58	MvSl-1064-A2-R4_MC01g02110	53.18	57.58	157897	159517	5.48430587	0.721753446	0.721753446	0.001137043	0.019695642	5.943503484	5.638423125	5.049113643	5.108027748	Auto	Auto	0	0	Up
MvSl-1064-A1-R4_MC01-1g01917	58.72	68.55	MvSl-1064-A2-R4_MC01g02198	58.72	68.55	269901	270905	7.597360685	0.686271398	0.686271398	0.000717916	0.013342313	7.973004835	7.822536666	7.205004607	7.222560382	Auto	Auto	0	0	Up
MvSl-1064-A1-R4_MC01-1g01975	55.82	60.36	MvSl-1064-A2-R4_MC01g02256	55.82	60.36	350124	350737	8.750352246	1.831454124	1.831454124	5.51E-13	3.96E-11	9.41153946	9.373746113	7.565101503	7.55855206	Auto	Auto	0	0	Up
MvSl-1064-A1-R4_MC01-1g01978	55.84	58.44	MvSl-1064-A2-R4_MC01g02259	55.84	58.44	352636	356043	5.931386702	2.105009706	2.105009706	5.56E-16	5.28E-14	6.919972667	6.259708951	4.335726313	4.69592413	Auto	Auto	0	0	Up
