MvSl-1064-A1-R4_A1g00073	bPAR	bPAR	3	107.667	323	3	107.667	323	0	0	0	160618	163050	5.103829051	0.811477637	0.811477637	0.001586955	0.025743608	5.292301387	5.59407755	4.36206763	4.876735855	Up
MvSl-1064-A1-R4_A1g00078	bPAR	bPAR	1	0	0	1	0	0	0	0	0	177417	178892	7.162015405	-0.993002656	0.993002656	8.92E-05	0.002056118	6.188489281	6.891761894	7.771153038	7.347523635	Down
MvSl-1064-A1-R4_A1g00079	bPAR	bPAR	10	83.6	836	10	83.5	835	0	0.1	1	179366	179827	5.694014129	-1.646693649	1.646693649	7.76E-10	3.79E-08	4.856897194	4.413095053	5.91206624	6.597469001	Down
MvSl-1064-A1-R4_A1g00080	bPAR	bPAR	3	92	276	3	92	276	0	0	0	180716	185718	5.542369321	-1.367630539	1.367630539	5.04E-10	2.49E-08	4.671337984	4.740031501	5.91079222	6.21449043	Down
MvSl-1064-A1-R4_A1g00154	Black	OldStrata	1	127	127	1	124	124	0	3	3	2689352	2692677	5.199460696	-0.909654782	0.909654782	5.39E-05	0.001286072	4.614019113	4.737485441	5.671496984	5.491215484	Down
MvSl-1064-A1-R4_A1g00165	Black	OldStrata	6	82.8333	497	6	85.3333	512	0	-2.5	-15	621126	622892	7.334891887	-0.801032568	0.801032568	5.23E-05	0.001260356	6.838905348	6.920104979	7.656871623	7.703989183	Down
MvSl-1064-A1-R4_A1g00230	Purple	OldStrata	4	119	476	4	110.25	441	0	8.75	35	919803	924298	5.230187082	1.402672746	1.402672746	2.99E-09	1.32E-07	5.838983877	5.685414554	4.170964231	4.537736211	Up
MvSl-1064-A1-R4_A1g00242	Black	OldStrata	4	84.25	337	4	84.5	338	0	-0.25	-1	1134595	1135956	5.994034638	0.66789462	0.66789462	0.000859995	0.015576484	6.264072184	6.31283723	5.510925333	5.724931509	Up
MvSl-1064-A1-R4_A1g00246	Black	OldStrata	2	173	346	2	170	340	0	3	6	616404	620052	6.804052816	1.489921975	1.489921975	1.13E-15	1.03E-13	7.381123455	7.345749247	5.832215722	5.916858268	Up
MvSl-1064-A1-R4_A1g00254	Black	OldStrata	3	73	219	3	72.6667	218	0	0.3333	1	651956	657345	4.805555172	-1.92950017	1.92950017	2.21E-12	1.51E-10	3.782372513	3.272927838	5.291583489	5.630506344	Down
MvSl-1064-A1-R4_A1g00269	Black	OldStrata	5	116.6	583	4	106.25	425	1	10.35	158	1139524	1144406	6.339085605	-4.216289271	4.216289271	2.19E-61	1.56E-58	3.359271189	2.691962548	7.291736728	7.236816721	Down
MvSl-1064-A1-R4_A1g00270	Black	OldStrata	3	208	624	3	209	627	0	-1	-3	1136196	1138565	5.488642924	-1.168558114	1.168558114	2.01E-07	7.28E-06	4.954685599	4.609668146	5.962125924	5.954405817	Down
MvSl-1064-A1-R4_A1g00292	Black	OldStrata	8	90.125	721	8	90	720	0	0.125	1	1153924	1156082	6.888217476	-0.906844922	0.906844922	6.74E-06	0.000186342	6.208912143	6.506963213	7.397851347	7.133366457	Down
MvSl-1064-A1-R4_A1g00312	Black	OldStrata	1	118	118	1	120	120	0	-2	-2	1486271	1487768	8.489494858	-3.601662265	3.601662265	1.65E-35	3.71E-33	5.878926465	5.665462493	9.613607804	9.090179052	Down
MvSl-1064-A1-R4_A1g00349	Black	OldStrata	9	97.1111	874	9	108.667	978	0	-11.5559	-104	1701948	1703146	10.89651077	2.448345756	2.448345756	1.57E-10	8.58E-09	11.86238788	11.4096367	9.013437315	9.375056075	Up
MvSl-1064-A1-R4_A1g00350	Black	OldStrata	2	155.5	311	1	71	71	1	84.5	240	1608112	1609203	4.674464515	0.902069081	0.902069081	0.000693619	0.012975377	4.77956537	5.282714221	4.225270795	4.079797675	Up
MvSl-1064-A1-R4_A1g00400	Red	ColorStrata	7	91.2857	639	7	90.8571	636	0	0.4286	3	841678	844038	4.786379612	-1.080405595	1.080405595	0.00015815	0.0034056	4.473765263	3.737837858	5.076642639	5.366138491	Down
MvSl-1064-A1-R4_A1g00448	Black	OldStrata	8	75	600	7	80	560	1	-5	40	3110528	3114459	6.769288689	-2.200893457	2.200893457	1.52E-25	2.25E-23	5.418827812	5.143487511	7.650779306	7.299533825	Down
MvSl-1064-A1-R4_A1g00495	Blue	OldStrata	2	144.5	289	2	78.5	157	0	66	132	3171155	3174630	6.456170652	-1.952930588	1.952930588	1.30E-23	1.65E-21	5.143992398	5.205598012	7.083055154	7.166291679	Down
