MvSl-1064-A1-R4_A1g00073	56.83	66.76	MvSl-1064-A2-R4_A2g00073	56.83	66.76	160618	163050	5.103829051	0.811477637	0.811477637	0.001586955	0.025743608	5.292301387	5.59407755	4.36206763	4.876735855	bPAR	bPAR	0	0	Up
MvSl-1064-A1-R4_A1g00078	54.55	62.34	MvSl-1064-A2-R4_A2g00078	54.55	62.34	177417	178892	7.162015405	-0.993002656	0.993002656	8.92E-05	0.002056118	6.188489281	6.891761894	7.771153038	7.347523635	bPAR	bPAR	0	0	Down
MvSl-1064-A1-R4_A1g00079	54.4	62.49	MvSl-1064-A2-R4_A2g00079	54.4	62.49	179366	179827	5.694014129	-1.646693649	1.646693649	7.76E-10	3.79E-08	4.856897194	4.413095053	5.91206624	6.597469001	bPAR	bPAR	0	0	Down
MvSl-1064-A1-R4_A1g00080	54.82	57.24	MvSl-1064-A2-R4_A2g00080	54.39	57.24	180716	185718	5.542369321	-1.367630539	1.367630539	5.04E-10	2.49E-08	4.671337984	4.740031501	5.91079222	6.21449043	bPAR	bPAR	0.43	0	Down
MvSl-1064-A1-R4_A1g00154	53.7	57.01	MvSl-1064-A2-R4_A2g01432	53.24	56.56	2689352	2692677	5.199460696	-0.909654782	0.909654782	5.39E-05	0.001286072	4.614019113	4.737485441	5.671496984	5.491215484	Black	OldStrata	0.46	0.45	Down
MvSl-1064-A1-R4_A1g00165	55.58	65.51	MvSl-1064-A2-R4_A2g00290	55.51	65.19	621126	622892	7.334891887	-0.801032568	0.801032568	5.23E-05	0.001260356	6.838905348	6.920104979	7.656871623	7.703989183	Black	OldStrata	0.07	0.32	Down
MvSl-1064-A1-R4_A1g00230	54.06	64.35	MvSl-1064-A2-R4_A2g00529	52.38	64.91	919803	924298	5.230187082	1.402672746	1.402672746	2.99E-09	1.32E-07	5.838983877	5.685414554	4.170964231	4.537736211	Purple	OldStrata	1.68	-0.56	Up
MvSl-1064-A1-R4_A1g00242	53.99	73.44	MvSl-1064-A2-R4_A2g00644	53.47	71.88	1134595	1135956	5.994034638	0.66789462	0.66789462	0.000859995	0.015576484	6.264072184	6.31283723	5.510925333	5.724931509	Black	OldStrata	0.52	1.56	Up
MvSl-1064-A1-R4_A1g00246	56.33	62.9	MvSl-1064-A2-R4_A2g00241	56.04	62.03	616404	620052	6.804052816	1.489921975	1.489921975	1.13E-15	1.03E-13	7.381123455	7.345749247	5.832215722	5.916858268	Black	OldStrata	0.29	0.87	Up
MvSl-1064-A1-R4_A1g00254	56.25	64.14	MvSl-1064-A2-R4_A2g00300	56.45	64.79	651956	657345	4.805555172	-1.92950017	1.92950017	2.21E-12	1.51E-10	3.782372513	3.272927838	5.291583489	5.630506344	Black	OldStrata	-0.2	-0.65	Down
MvSl-1064-A1-R4_A1g00269	56.03	65.95	MvSl-1064-A2-R4_A2g00651	56.02	66.09	1139524	1144406	6.339085605	-4.216289271	4.216289271	2.19E-61	1.56E-58	3.359271189	2.691962548	7.291736728	7.236816721	Black	OldStrata	0.01	-0.14	Down
MvSl-1064-A1-R4_A1g00270	55.56	67.19	MvSl-1064-A2-R4_A2g00647	55.38	67.19	1136196	1138565	5.488642924	-1.168558114	1.168558114	2.01E-07	7.28E-06	4.954685599	4.609668146	5.962125924	5.954405817	Black	OldStrata	0.18	0	Down
MvSl-1064-A1-R4_A1g00292	54.74	66.06	MvSl-1064-A2-R4_A2g00711	55.23	68.25	1153924	1156082	6.888217476	-0.906844922	0.906844922	6.74E-06	0.000186342	6.208912143	6.506963213	7.397851347	7.133366457	Black	OldStrata	-0.49	-2.19	Down
MvSl-1064-A1-R4_A1g00312	57.71	66.25	MvSl-1064-A2-R4_A2g00914	57.89	61.29	1486271	1487768	8.489494858	-3.601662265	3.601662265	1.65E-35	3.71E-33	5.878926465	5.665462493	9.613607804	9.090179052	Black	OldStrata	-0.18	4.96	Down
MvSl-1064-A1-R4_A1g00349	55.78	65.29	MvSl-1064-A2-R4_A2g00995	56.09	67.16	1701948	1703146	10.89651077	2.448345756	2.448345756	1.57E-10	8.58E-09	11.86238788	11.4096367	9.013437315	9.375056075	Black	OldStrata	-0.31	-1.87	Up
MvSl-1064-A1-R4_A1g00350	58.46	61.58	MvSl-1064-A2-R4_A2g00970	58.55	61.78	1608112	1609203	4.674464515	0.902069081	0.902069081	0.000693619	0.012975377	4.77956537	5.282714221	4.225270795	4.079797675	Black	OldStrata	-0.09	-0.2	Up
MvSl-1064-A1-R4_A1g00400	54.31	57.99	MvSl-1064-A2-R4_A2g00370	54.23	58.25	841678	844038	4.786379612	-1.080405595	1.080405595	0.00015815	0.0034056	4.473765263	3.737837858	5.076642639	5.366138491	Red	ColorStrata	0.08	-0.26	Down
MvSl-1064-A1-R4_A1g00448	57	69.26	MvSl-1064-A2-R4_A2g01642	56.41	65.31	3110528	3114459	6.769288689	-2.200893457	2.200893457	1.52E-25	2.25E-23	5.418827812	5.143487511	7.650779306	7.299533825	Black	OldStrata	0.59	3.95	Down
MvSl-1064-A1-R4_A1g00495	60.74	63.56	MvSl-1064-A2-R4_A2g01715	59.36	64.18	3171155	3174630	6.456170652	-1.952930588	1.952930588	1.30E-23	1.65E-21	5.143992398	5.205598012	7.083055154	7.166291679	Blue	OldStrata	1.38	-0.62	Down
MvSl-1064-A1-R4_A1g00516	55.69	63.11	MvSl-1064-A2-R4_A2g01504	54.66	60.42	2776699	2777667	8.659814433	-0.952952226	0.952952226	0.000213002	0.00443055	8.032808644	8.176295153	9.232840031	8.861394841	Black	OldStrata	1.03	2.69	Down
MvSl-1064-A1-R4_A1g00522	50.91	60.38	MvSl-1064-A2-R4_A2g00889	50.99	60.86	1399296	1400598	1.371007143	-4.655908909	4.655908909	1.04E-16	1.03E-14	-2.75614321	-1.215597698	2.451304939	2.185942725	Black	OldStrata	-0.08	-0.48	Down
MvSl-1064-A1-R4_A1g00542	52.6	61.38	MvSl-1064-A2-R4_A2g00867	52.69	61.64	1378554	1381105	5.769783827	1.135990453	1.135990453	4.33E-08	1.67E-06	6.255172849	6.198082282	5.030464746	5.15326876	Black	OldStrata	-0.09	-0.26	Up
MvSl-1064-A1-R4_A1g00591	57.73	63.06	MvSl-1064-A2-R4_A2g00208	56.97	63.09	552007	553387	3.876731588	-4.272358924	4.272358924	9.78E-25	1.35E-22	1.027525212	0.060947975	4.380592681	5.139844794	Black	OldStrata	0.76	-0.03	Down
MvSl-1064-A1-R4_A1g00624	59.79	63.81	MvSl-1064-A2-R4_A2g00431	60.47	65.12	907140	907771	6.80534784	-0.708893366	0.708893366	0.000113263	0.002541427	6.408324205	6.408769044	7.180897076	7.049702941	Purple	OldStrata	-0.68	-1.31	Down
MvSl-1064-A1-R4_A1g00644	60.04	58.61	MvSl-1064-A2-R4_A2g01002	59.87	58.47	1751427	1752854	5.076743613	-1.306575235	1.306575235	7.95E-08	3.00E-06	4.42698439	4.128287818	5.70716142	5.457345095	Black	OldStrata	0.17	0.14	Down
MvSl-1064-A1-R4_A1g00646	57.68	62.55	MvSl-1064-A2-R4_A2g01534	57.63	62.7	2916000	2917527	8.061495384	-1.506373241	1.506373241	1.16E-09	5.46E-08	6.997793444	7.234137364	8.839052054	8.377183037	Black	OldStrata	0.05	-0.15	Down
MvSl-1064-A1-R4_A1g00648	56.79	59.05	MvSl-1064-A2-R4_A2g00314	57.11	59.09	724341	725782	6.475207556	0.646589946	0.646589946	0.000603139	0.011519531	6.784277302	6.739131388	6.086949815	6.144519081	Black	OldStrata	-0.32	-0.04	Up
MvSl-1064-A1-R4_A1g00668	55.98	62.42	MvSl-1064-A2-R4_A2g00904	56.36	63.27	1441050	1443387	6.117997614	-5.711873018	5.711873018	2.15E-96	3.68E-93	1.027525212	1.74502952	7.12815356	7.055076482	Orange	ColorStrata	-0.38	-0.85	Down
MvSl-1064-A1-R4_A1g00718	57.85	69.85	MvSl-1064-A2-R4_A2g00298	58.13	70.72	646353	651020	5.277681998	1.042239841	1.042239841	4.09E-05	0.001013304	5.444107525	5.924666038	4.826680933	4.482085104	Black	OldStrata	-0.28	-0.87	Up
MvSl-1064-A1-R4_A1g00752	56.93	61.31	MvSl-1064-A2-R4_A2g00568	57.39	62.33	1010063	1012204	3.566412471	-5.754454425	5.754454425	7.24E-43	2.69E-40	-0.58227834	-1.382795818	4.627030059	4.46064975	Black	OldStrata	-0.46	-1.02	Down
MvSl-1064-A1-R4_A1g00779	55.6	65.12	MvSl-1064-A2-R4_A2g00329	55.3	65.9	782234	783980	7.820762219	0.677992555	0.677992555	0.001218585	0.020801494	8.145215707	8.094346283	7.433775815	7.450790475	Black	OldStrata	0.3	-0.78	Up
MvSl-1064-A1-R4_A1g00853	57.58	64.38	MvSl-1064-A2-R4_A2g01112	57.06	64.18	1834558	1837865	6.990703053	-1.487301401	1.487301401	2.69E-15	2.30E-13	6.047159869	6.082461412	7.576395002	7.524953348	Purple	OldStrata	0.52	0.2	Down
MvSl-1064-A1-R4_A1g00854	56.94	67.59	MvSl-1064-A2-R4_A2g01111	57.07	67.6	1796095	1800988	7.27391874	0.751578848	0.751578848	0.000343104	0.006853261	7.590182561	7.611418397	6.648830291	7.026183504	Purple	OldStrata	-0.13	-0.01	Up
MvSl-1064-A1-R4_A1g00958	57.03	64.77	MvSl-1064-A2-R4_A2g01187	57.23	65.23	1995562	1995873	6.88895615	-0.561034724	0.561034724	0.003045807	0.044560866	6.492518793	6.66603944	7.218969306	7.061617078	Black	OldStrata	-0.2	-0.46	Down
MvSl-1064-A1-R4_A1g00970	56.33	69.21	MvSl-1064-A2-R4_A2g01287	56.05	68.37	2512310	2513349	6.837559554	0.874880085	0.874880085	6.97E-06	0.000192241	7.221699352	7.196165158	6.494949115	6.154566255	Black	OldStrata	0.28	0.84	Up
MvSl-1064-A1-R4_A1g00972	56.66	60.05	MvSl-1064-A2-R4_A2g01289	56.83	60.05	2516666	2518918	6.202889736	-1.734381671	1.734381671	1.81E-15	1.58E-13	5.082938239	5.102523392	7.033577842	6.579351014	Black	OldStrata	-0.17	0	Down
MvSl-1064-A1-R4_A1g00997	56.97	57.87	MvSl-1064-A2-R4_A2g01153	57.21	57.45	1970332	1974462	5.93035825	-3.509378289	3.509378289	8.24E-55	4.40E-52	3.405047503	3.215539058	6.86357204	6.754713857	Blue	OldStrata	-0.24	0.42	Down
MvSl-1064-A1-R4_A1g01135	56.89	62.41	MvSl-1064-A2-R4_A2g00602	57.32	67.27	1112670	1116562	5.749579335	0.917019786	0.917019786	1.04E-05	0.000281899	6.122493514	6.147196214	5.311029848	5.121749635	Black	OldStrata	-0.43	-4.86	Up
MvSl-1064-A1-R4_A1g01137	54.92	57.21	MvSl-1064-A2-R4_A2g00825	54.85	57.69	1213232	1215281	6.186903311	-0.592036629	0.592036629	0.001899747	0.030020219	5.904194595	5.817848823	6.447413705	6.458396105	Black	OldStrata	0.07	-0.48	Down
MvSl-1064-A1-R4_A1g01162	55.61	72.73	MvSl-1064-A2-R4_A2g00836	54.87	71.35	1294048	1294371	2.364437833	5.639008765	5.639008765	1.34E-25	2.01E-23	3.024213886	3.529926858	-2.271875237	-1.413437522	Blue	OldStrata	0.74	1.38	Up
MvSl-1064-A1-R4_A1g01163	53.95	61.84	MvSl-1064-A2-R4_A2g00837	53.89	60.79	1297181	1298512	4.000940946	3.617225151	3.617225151	5.65E-30	9.85E-28	4.932528437	4.816810011	1.222272509	1.393758781	Blue	OldStrata	0.06	1.05	Up
MvSl-1064-A1-R4_A1g01174	60.03	69.78	MvSl-1064-A2-R4_A2g01392	58.49	67.08	2576791	2577822	6.028028533	-1.343688683	1.343688683	9.53E-11	5.26E-09	5.23551822	5.179573941	6.693226827	6.389170415	Black	OldStrata	1.54	2.7	Down
MvSl-1064-A1-R4_A1g01212	58.11	72.37	MvSl-1064-A2-R4_A2g00841	58.09	75.32	1300472	1304579	3.681776849	-1.916759575	1.916759575	3.57E-07	1.23E-05	2.379931553	2.512986091	3.708169298	4.787726912	Black	OldStrata	0.02	-2.95	Down
MvSl-1064-A1-R4_A1g01261	59.61	66.62	MvSl-1064-A2-R4_A2g01419	59.41	66.51	2598714	2598931	9.095566891	-2.188677548	2.188677548	2.80E-12	1.88E-10	7.93867708	7.214132059	9.845326344	9.77286924	Orange	ColorStrata	0.2	0.11	Down
MvSl-1064-A1-R4_A1g01347	57.67	69.1	MvSl-1064-A2-R4_A2g01555	57.63	68.79	2994712	2997178	6.966932186	1.102009758	1.102009758	5.33E-09	2.29E-07	7.476094476	7.349922341	6.247961129	6.375872141	Black	OldStrata	0.04	0.31	Up
MvSl-1064-A1-R4_A1g01384	59.96	65.91	MvSl-1064-A2-R4_A2g01135	59.87	66.67	1838292	1841771	7.461687284	-0.947792045	0.947792045	4.74E-06	0.000134121	6.799048222	7.016713595	7.929883853	7.784912615	Black	OldStrata	0.09	-0.76	Down
MvSl-1064-A1-R4_A1g01404	57.54	61.25	MvSl-1064-A2-R4_A2g00821	57.17	60.56	1207176	1208666	2.637666471	-5.516663924	5.516663924	2.10E-31	4.08E-29	-1.56888085	-1.382795818	3.553488082	3.676947153	Black	OldStrata	0.37	0.69	Down
MvSl-1064-A1-R4_A1g01432	60.32	71.43	MvSl-1064-A2-R4_A2g01152	60.32	70.83	1966448	1967834	4.827251695	1.19652809	1.19652809	1.15E-05	0.000311293	5.202567338	5.393598278	3.74866531	4.398127407	Blue	OldStrata	0	0.6	Up
MvSl-1064-A1-R4_MC01-1g01952	57.24	72.64	MvSl-1064-A2-R4_MC01g02233	57.24	72.64	318422	318709	7.189220724	-0.607244261	0.607244261	0.001796447	0.028813924	6.777456423	6.927383873	7.494568332	7.427040625	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC01-1g02161	57.67	69.23	MvSl-1064-A2-R4_MC01g02442	57.67	69.23	604276	606975	3.116312176	-1.612389211	1.612389211	4.01E-05	0.000997114	1.482707068	2.559854427	3.895012163	3.499126886	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC01-1g02299	57.23	66.25	MvSl-1064-A2-R4_MC01g02581	57.23	66.25	934290	936000	4.239779755	-0.871000447	0.871000447	0.00172334	0.027745456	3.674363583	3.812312661	4.373211181	4.81613661	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC01-1g02351	54.09	66.98	MvSl-1064-A2-R4_MC01g02633	54.09	66.98	1049308	1050374	4.85559816	-0.691663591	0.691663591	0.003470111	0.049878603	4.378635616	4.558658007	5.194408617	5.126294747	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC01-1g02509	54.48	78.21	MvSl-1064-A2-R4_MC01g02791	54.48	78.21	1434301	1436358	6.434348811	0.92421791	0.92421791	0.002345203	0.036059607	6.394612048	7.15239583	6.283833672	5.373803915	Auto	Auto	0	0	Up
MvSl-1064-A1-R4_MC01-1g02545	54.78	64.68	MvSl-1064-A2-R4_MC01g02827	54.78	64.68	1536813	1536986	5.372113094	0.713898684	0.713898684	0.001496273	0.024599306	5.748027488	5.616420718	4.826680933	5.103424629	Auto	Auto	0	0	Up
MvSl-1064-A1-R4_MC01-1g02603	57.1	67.25	MvSl-1064-A2-R4_MC01g02885	57.1	67.25	1669135	1669419	4.793482327	-0.994476219	0.994476219	0.001648449	0.026690519	3.625478263	4.634512433	5.337821767	5.063693531	Auto	Auto	0	0	Down
MvSl-1064-A1-R4_MC01-1g02763	58.07	68.68	MvSl-1064-A2-R4_MC01g03045	58.07	68.68	2041497	2045395	8.791415703	0.787958756	0.787958756	0.001893383	0.029975055	9.016031194	9.239498888	8.334673399	8.353875796	Auto	Auto	0	0	Up
MvSl-1064-A1-R4_MC01-1g02764	56.11	62.13	MvSl-1064-A2-R4_MC01g03046	56.11	62.13	2045748	2047942	8.064248284	0.947348825	0.947348825	3.80E-05	0.000952398	8.586616325	8.32382307	7.410977563	7.610571486	Auto	Auto	0	0	Up
MvSl-1064-A1-R4_MC01-2g03005	56.25	63.78	MvSl-1064-A2-R4_MC01g03287	56.25	63.75	2638903	2639454	7.128783173	1.229831096	1.229831096	1.99E-06	6.09E-05	7.915141254	7.237294604	6.104887103	6.622618761	Auto	Auto	0	0.03	Up
MvSl-1064-A1-R4_MC01-2g03077	55.56	64.44	MvSl-1064-A2-R4_MC01g03359	55.56	64.44	2821947	2826170	6.607617769	0.562050944	0.562050944	0.002688617	0.039973895	6.826342573	6.894621391	6.304354666	6.294410729	Auto	Auto	0	0	Up
